SiteId,Site_Name,Site_Brand,Site_Suburb,Lat,Lon
61401802,7-Eleven Maroochydore North,7 Eleven,Maroochydore,-26.660002,153.100462
61401806,Shell Reddy Express Mooloolaba,Reddy Express,Mooloolaba,-26.683916,153.118025
61401810,Shell Buderim,Shell,Buderim,-26.682745,153.067612
61401811,Puma Buderim,Puma Energy,Buderim,-26.682745,153.064879
61401815,Caltex Bli Bli,Caltex,Bli Bli,-26.635744,153.039235
61401816,United Bli Bli,United,Bli Bli,-26.622451,153.042205
61401817,BP Pacific Paradise Roadhouse,BP,Pacific Paradise,-26.615758,153.081376
61401819,United Coolum Beach,United,Coolum Beach,-26.527951,153.090382
61401820,Puma Peregian,Puma Energy,Peregian Beach,-26.489632,153.093865
61401820,Caltex Peregian,Caltex,Peregian Beach,-26.489632,153.093865
61401822,Shell Reddy Express Noosa,Reddy Express,Noosa Heads,-26.398727,153.093461
61401824,BP Noosaville,BP,Noosaville,-26.400409,153.068443
61401828,Ampol Foodary Tewantin,Ampol,Tewantin,-26.392633,153.039187
61401828,U-Go Tewantin,U-Go,Tewantin,-26.392673,153.039024
61401828,Ampol Foodary Tewantin,Unknown,Tewantin,-26.392633,153.039187
61401830,Shell Reddy Express Tewantin,Reddy Express,Tewantin,-26.3907,153.034687
61401831,BP Tewantin,BP,Tewantin,-26.397784,153.015739
61401832,United Doonan,United,Doonan,-26.445802,153.022813
61401836,BP Yandina Foodstop,BP,Yandina,-26.559991,152.956732
61401837,Freedom Fuels Nambour,Freedom Fuels,Kulangoor,-26.588239,152.968018
61401839,Shell Reddy Express Nambour Panorama Dr,Reddy Express,Nambour,-26.641048,152.962651
61401840,BP Connect Palms Corner,BP,Nambour,-26.631133,152.960548
61401841,EG Ampol Nambour,EG Ampol,Nambour,-26.630524,152.959807
61401843,Caltex Nambour,Caltex,Nambour,-26.616097,152.969014
61401844,7-Eleven Nambour,7 Eleven,Nambour,-26.616553,152.969395
61401850,BP Mooloolah Pines,BP,Mooloolah,-26.764555,152.963206
61401851,BP Landsborough,BP,Landsborough,-26.810143,152.966992
61401854,Caltex Glasshouse,Caltex,Glass House Mountains,-26.907877,152.958928
61401856,Elimbah Service Station and Takeaway,Independent,Elimbah,-27.007423,152.944471
61401858,United Caboolture,United,Caboolture,-27.079153,152.951755
61401861,Jio Caboolture,Independent,Caboolture,-27.084568,152.958118
61401862,Ampol Foodary Caboolture,Ampol,Caboolture,-27.086845,152.980549
61401863,NightOwl Shell Caboolture,Shell,Caboolture,-27.072652,153.025132
61401866,Coles Express Morayfield,Coles Express,Caboolture South,-27.098317,152.949216
61401867,BP Morayfield,BP,Morayfield,-27.110869,152.950681
61401868,7-Eleven Morayfield,7 Eleven,Morayfield,-27.112273,152.950771
61401869,Aussie World Garage Palmview,Independent,Palmview,-26.751733,153.046027
61401872,BP Forest Glen,BP,Forest Glen,-26.684719,153.004221
61401873,BP Northbound Forest Glen,BP,Chevallum,-26.690311,153.004066
61401874,BP Glenview,BP,Glenview,-26.779453,153.017365
61401875,Shell Coochin Creek Co-op,Shell,Beerwah,-26.856556,152.957917
61401880,Caltex Currumbin,Caltex,Currumbin,-28.146871,153.475222
61401881,Ampol Foodary Rochedale,Ampol,Rochedale South,-27.595006,153.121495
61401884,BP Tanawha,BP,Tanawha,-26.712703,153.04746
61401885,Liberty Tanawha,Liberty,Tanawha,-26.711698,153.036715
61401886,Liberty Sunnybank Hills,Liberty,Sunnybank Hills,-27.602254,153.056341
61401887,Ampol Foodary Cleveland Shore St,Ampol,Cleveland,-27.524308,153.253615
61401888,7-Eleven Richlands,7 Eleven,Richlands,-27.597934,152.949748
61401889,Caltex Kunda Park,Caltex,Kunda Park,-26.662342,153.036451
61401893,Ampol Nambour Diesel Stop,Ampol,Nambour,-26.618458,152.962561
61401894,Ampol Foodary Lawnton,Ampol,Lawnton,-27.281161,152.982112
61401899,EG Ampol Goodna,EG Ampol,Goodna,-27.628153,152.883583
61401903,Coles Express Runaway Bay,Coles Express,Runaway Bay,-27.911881,153.389203
61401904,Ampol Foodary West Burleigh,Ampol,Burleigh Heads,-28.110208,153.440752
61401905,Ampol Foodary Richlands,Ampol,Richlands,-27.596896,152.949664
61401906,BP Express Eight Mile Plains,BP,Eight Mile Plains,-27.575608,153.088015
61401907,United Bald Hills,United,Bald Hills,-27.317716,153.009106
61401908,EG Ampol Virginia,EG Ampol,Virginia,-27.383575,153.064213
61401909,EG Ampol Hope Island,EG Ampol,Hope Island,-27.877357,153.374623
61401910,Coles Express Runcorn,Coles Express,Runcorn,-27.611005,153.067993
61401911,Coles Express Karalee,Coles Express,Karalee,-27.572395,152.791936
61401912,Liberty Oxley,Liberty,Oxley,-27.570329,152.981089
61401913,Ampol Foodary Burleigh Waters,Ampol,Burleigh Waters,-28.098148,153.425716
61401914,7-Eleven Albany Creek,7 Eleven,Aspley,-27.36371,153.012946
61401915,EG Ampol Mitchelton,EG Ampol,Mitchelton,-27.415546,152.977723
61401916,Ampol Foodary Acacia Ridge North,Unknown,Acacia Ridge North,-27.580453,153.025978
61401916,Pearl Energy Acacia Ridge,Pearl Energy,Acacia Ridge,-27.580363,153.026235
61401916,Ampol Foodary Acacia Ridge North,Ampol,Acacia Ridge North,-27.580453,153.025978
61401917,Freedom Fuels Indooroopilly,Freedom Fuels,Indooroopilly,-27.499065,152.967595
61401919,Ampol Foodary Woodridge West,Ampol,Woodridge,-27.642928,153.100339
61401921,Caltex Underwood,Caltex,Underwood,-27.597346,153.109075
61401922,Ampol Foodary Caboolture,Ampol,Caboolture,-27.085162,152.957668
61401923,7-Eleven Manly West,7 Eleven,Manly West,-27.475603,153.165802
61401924,Ampol Foodary Strathpine,Ampol,Strathpine,-27.326134,152.978929
61401926,Freedom Fuels Karana Downs,Freedom Fuels,Karana Downs,-27.546967,152.822203
61401927,Shell Reddy Express Mudgeeraba,Reddy Express,Robina,-28.06934,153.363488
61401927,Coles Express Mudgeeraba,Coles Express,Robina,-28.069984,153.363346
61401928,Ampol Foodary Mackenzie,Ampol,Mackenzie,-27.547417,153.128197
61401929,Coles Express Belmont (Qld),Coles Express,Belmont,-27.499087,153.126487
61401930,7-Eleven Mackenzie,7 Eleven,Mackenzie,-27.545491,153.121903
61401931,Metro Petroleum Hillcrest,Metro Fuel,Hillcrest,-27.676642,153.024751
61401933,Ampol Foodary Labrador,Ampol,Labrador,-27.933464,153.383242
61401934,Caltex Murrumba Downs,Caltex,Murrumba Downs,-27.264436,153.005098
61401935,Shell Strathpine Truckstop,Shell,Brendale,-27.322423,152.987173
61401938,Metro Petroleum Capalaba,Metro Fuel,Capalaba,-27.520999,153.199075
61401939,BP Express Goodna,BP,Goodna,-27.609814,152.902435
61401940,BP Connect Loganholme,BP,Loganholme,-27.684556,153.189541
61401941,7-Eleven Wynnum,7 Eleven,Wynnum,-27.445939,153.171811
61401942,7-Eleven Ashmore,7 Eleven,Ashmore,-27.984727,153.365671
61401943,EG Ampol Browns Plains West,EG Ampol,Hillcrest,-27.659203,153.028969
61401944,Shell Reddy Express Bundall,Reddy Express,Bundall,-28.003732,153.413828
61401944,Coles Express Bundall,Coles Express,Bundall,-28.003786,153.413815
61401945,Coles Express Breakfast Creek,Coles Express,Newstead,-27.446368,153.042211
61401946,Shell Reddy Express Marsden Park,Reddy Express,Waterford West,-27.679252,153.118117
61401948,South East Qld Fuels,Independent,Woombye,-26.669107,152.975272
61401949,7-Eleven Robina,7 Eleven,Robina,-28.06543,153.404085
61401949,7-Eleven Robina,7 Eleven,Robina,-28.065484,153.404074
61401951,EG Ampol Mount Cotton,EG Ampol,Capalaba,-27.561331,153.197683
61401952,Caltex Greenbank,Caltex,Greenbank,-27.719842,152.986231
61401954,Ampol Foodary Rothwell,Ampol,Rothwell,-27.209245,153.043009
61401956,Caltex Booval,Caltex,Booval,-27.612853,152.798818
61401958,7-Eleven East Beenleigh,7 Eleven,Beenleigh,-27.713341,153.184876
61401959,Coles Express Windsor (Qld),Coles Express,Windsor,-27.439486,153.030463
61401962,Coles Express Burleigh Waters,Coles Express,Varsity Lakes,-28.084114,153.424588
61401964,Freedom Fuels Eight Mile Plains,Freedom Fuels,Eight Mile Plains,-27.578467,153.094468
61401965,Winton Roadhouse,Independent,Winton,-22.380109,143.043232
61401968,Independent Urangan,Independent,Urangan,-25.295749,152.909068
61401970,Ampol Foodary Thabeban - Bundaberg,Ampol,Thabeban,-24.899167,152.364187
61401971,S24 Banana,Caltex,Banana,-24.472395,150.127813
61401972,Ampol Bororen,Ampol,Bororen,-24.241579,151.495222
61401973,United Gordonvale,United,Gordonvale,-17.099137,145.780084
61401982,Ampol V8 Service Station,Ampol,Hughenden,-20.844799,144.199864
61401983,Ampol Foodary Norgate Star Mackay North,Ampol,Mackay North,-21.122455,149.175196
61401985,Ampol Foodary Alligator Creek,Ampol,Alligator Creek,-19.382665,146.928706
61401988,Ampol Foodary Beaudesert,Ampol,Beaudesert,-27.989032,152.994442
61401989,Caltex Bohle,Caltex,Bohle,-19.261789,146.714956
61401991,BP Edmonton,BP,Edmonton,-17.017549,145.743967
61401992,Caltex Dalby,Caltex,Dalby,-27.192859,151.271821
61401996,Fraser Coast Fuel Torbanlea Unmanned,Ampol,Torbanlea,-25.347388,152.597128
61401997,Caltex Rasmussen,Caltex,Kelso,-19.363591,146.731489
61401998,EG Ampol Charters Towers,EG Ampol,Charters Towers,-20.076454,146.261833
61401999,Ampol Crokers Clermont,Ampol,Clermont,-22.810384,147.639796
61402000,Metro Withcott,Metro Fuel,Withcott,-27.553738,152.025523
61402006,S24 Monto,Caltex,Monto,-24.865327,151.119043
61402007,Caltex Atherton,Caltex,Atherton,-17.255749,145.47622
61402009,Ampol Mossman,Ampol,Mossman,-16.476247,145.375105
61402014,United Ryke Fuel Kumbia,United,Kumbia,-26.689849,151.655041
61402015,Billabong Service Centre,Independent,Clifton Beach,-16.771411,145.673227
61402017,Ampol Malanda,Ampol,Malanda,-17.351863,145.593169
61402024,Ampol Foodary Railway Estate Townsville,Ampol,Railway Estate,-19.272421,146.815603
61402028,Caltex Koongal,Caltex,Rockhampton,-23.366431,150.543922
61402029,Shell Coolmunda,Shell,Coolmunda,-28.407707,151.203735
61402030,Ampol Foodary Gracemere,Ampol,Gracemere,-23.433178,150.454699
61402031,Ampol Sarina Star,Ampol,Sarina,-21.436465,149.222779
61402032,Independent Rupertswood,Ampol,Alice River,-19.319734,146.605315
61402033,OOM Energy Calliope,Independent,Calliope,-24.006763,151.200196
61402034,Ampol Canungra,Ampol,Canungra,-28.016449,153.161683
61402036,Ampol Foodary Hervey Bay,Ampol,Hervey Bay,-25.287682,152.831833
61402040,Freedom Fuels Bundaberg,Freedom Fuels,Bundaberg East,-24.863242,152.358841
61402042,Shell Hatton Vale,Shell,Hatton Vale,-27.567625,152.462245
61402045,Ampol Childers Roadhouse,Ampol,Childers,-25.239871,152.289736
61402049,BP Pomona,BP,Pomona,-26.364118,152.856043
61402051,Ampol Pimlico,Ampol,Pimlico,-19.281637,146.789179
61402053,Ampol Foodary Apple Tree Creek,Ampol,Appletree Creek,-25.213903,152.233237
61402055,Ampol Foodary Bundaberg Central,Ampol,Bundaberg,-24.868525,152.338903
61402056,Caltex Bundaberg South,Caltex,Bundaberg South,-24.878286,152.354884
61402063,Ampol Foodary Miles,Ampol,Miles,-26.658259,150.181666
61402064,Ampol Foodary Monkland,Ampol,Monkland,-26.218699,152.686234
61402067,Ampol Foodary Woree,Ampol,Woree,-16.950463,145.742368
61402067,Ampol Foodary Woree,Unknown,Woree,-16.950463,145.742368
61402068,United Gayndah,United,Gayndah,-25.625245,151.610671
61402072,Liberty Colosseum Creek Motel & Truck Stop,Liberty,Colosseum,-24.457039,151.586926
61402073,Ampol Foodary Cairns Sheridan St,Ampol,Cairns,-16.918507,145.768918
61402077,Ampol Foodary North Rockhampton Truckstop,Ampol,Rockhampton North,-23.332738,150.518605
61402078,United Yeppoon,United,Yeppoon,-23.132674,150.728347
61402080,EG Ampol Blackwater,EG Ampol,Blackwater,-23.585395,148.885549
61402082,U-Go Toowoomba Central,U-Go,Toowoomba,-27.568493,151.952515
61402083,Ampol Garbutt Depot,Ampol,Garbutt,-19.267237,146.767723
61402084,Shell Tambo Roadhouse,Shell,Tambo,-24.881735,146.258285
61402086,EG Ampol Slacks Creek,EG Ampol,Slacks Creek,-27.640165,153.132973
61402089,EG Ampol Tingalpa,EG Ampol,Tingalpa,-27.474967,153.143989
61402090,7-Eleven Murarrie,7 Eleven,Murarrie,-27.456862,153.105682
61402091,7-Eleven Bray Park,7 Eleven,Bray Park,-27.291886,152.954698
61402092,7-Eleven Birkdale,7 Eleven,Birkdale,-27.508924,153.207169
61402093,Coles Express Loganlea,Coles Express,Meadowbrook,-27.662797,153.140707
61402094,EG Ampol Caboolture South - Market Plaza,EG Ampol,Caboolture,-27.094716,152.951073
61402095,Coles Express Deagon,Coles Express,Deagon,-27.330559,153.047647
61402096,Ampol Foodary Sunnybank,Ampol,Sunnybank,-27.584143,153.062068
61402097,United Virginia,United,Virginia,-27.377269,153.062359
61402098,7-Eleven Heritage Park,7 Eleven,Heritage Park,-27.673423,153.053122
61402099,Shell Reddy Express Victoria Point,Reddy Express,Victoria Point,-27.595906,153.2858
61402100,7-Eleven Southport,7 Eleven,Southport,-27.996448,153.399712
61402101,7-Eleven Pinelands Road,7 Eleven,Sunnybank Hills,-27.591502,153.060391
61402104,Ampol Charters Towers,Ampol,Charters Towers,-20.077465,146.268709
61402106,EG Ampol Margate,EG Ampol,Margate,-27.244429,153.109144
61402107,7-Eleven Carina,7 Eleven,Carina,-27.487594,153.100171
61402121,BP Cooroy Supermart,BP,Cooroy,-26.418262,152.911927
61402124,BP Connect Merrimac,BP,Merrimac,-28.046812,153.366952
61402125,EG Ampol Acacia Ridge,EG Ampol,Acacia Ridge,-27.575158,153.026179
61402127,7-Eleven Murrumba Downs,7 Eleven,Murrumba Downs,-27.273325,153.015322
61402128,Shell Reddy Express Parkwood,Reddy Express,Parkwood,-27.94692,153.370053
61402128,Coles Express Parkwood,Coles Express,Parkwood,-27.946969,153.370048
61402129,EG Ampol Southport,EG Ampol,Southport,-27.976813,153.411517
61402130,7-Eleven Robina,7 Eleven,Robina,-28.080535,153.384142
61402131,OOM Energy Kingston,Independent,Kingston,-27.662332,153.118011
61402131,JIO Fuel,Independent,Kingston,-27.662299,153.117979
61402132,BP Regents Park,BP,Regents Park,-27.676747,153.031681
61402133,United Bundaberg,United,Bundaberg,-24.876307,152.363722
61402134,Ampol Bundaberg Depot Front,Ampol,Bundaberg,-24.855157,152.370577
61402141,Bundaberg Metro,Metro Fuel,Avoca,-24.885104,152.320693
61402145,Independent Kepnock,Independent,Bundaberg,-24.883618,152.376316
61402146,Mobil Norton's Store & Mechanical,Independent,Charters Towers,-20.087593,146.263288
61402146,EMT Energy,Independent,Charters Towers,-20.087593,146.263288
61402153,BP Newtown,BP,Newtown,-27.561913,151.927555
61402153,BP Newtown,BP,Newtown,-27.561819,151.927445
61402155,7-Eleven Newtown,7 Eleven,Newtown,-27.549778,151.943458
61402156,Shell Golden Harvest Roadhouse Toowoomba,Shell,Toowoomba,-27.536209,151.905643
61402158,EG Ampol Mount Isa,EG Ampol,Mount Isa,-20.723824,139.492636
61402159,Ampol Toowoomba Depot Front,Ampol,Toowoomba,-27.550282,151.905415
61402161,BP Toowoomba OPT,BP,Drayton North,-27.578902,151.921387
61402162,BP Northend,BP,Toowoomba,-27.542293,151.954486
61402167,Parkhurst Motel & Van Park,Independent,Parkhurst,-23.297395,150.512893
61402173,Liberty Roma,Liberty,Roma,-26.577382,148.786486
61402175,Ampol Gladstone Depot Front,Ampol,Gladstone,-23.842117,151.245631
61402181,Shell Reddy Express Mackay North,Reddy Express,Mackay North,-21.124885,149.157673
61402183,United Warwick (Oasis),United,Warwick,-28.227823,152.018746
61402185,BP West Warwick,BP,Warwick West,-28.218643,152.010181
61402186,Ampol Roma (Depot Front),Ampol,Roma,-26.579483,148.776239
61402192,Ampol Longreach,Ampol,Longreach,-23.439754,144.247918
61402194,BP Oak Street,BP,Andergrove,-21.096619,149.183455
61402197,Ampol Bowen,Ampol,Bowen,-20.027272,148.214626
61402201,United Ilbilbie,United,Ilbilbie,-21.705205,149.357959
61402202,BP Archerfield,BP,Archerfield,-27.565597,152.998279
61402203,Boost Lakes Creek,Independent,Berserker,-23.372587,150.532639
61402204,7-Eleven Boronia Heights,7 Eleven,Hillcrest,-27.678574,153.021886
61402207,BP Logandale,BP,Loganholme,-27.670702,153.200881
61402208,7-Eleven Bracken Ridge,7 Eleven,Bracken Ridge,-27.330841,153.025687
61402209,7-Eleven Compton Rd,7 Eleven,Sunnybank Hills,-27.611074,153.062497
61402210,EG Ampol Mango Hill,EG Ampol,Mango Hill,-27.223285,153.037531
61402211,Caltex Wishart,Caltex,Wishart,-27.550588,153.106369
61402212,EG Ampol Capalaba,EG Ampol,Capalaba West,-27.514726,153.181249
61402213,EG Ampol Forest Lake,EG Ampol,Forest Lake,-27.623584,152.969512
61402214,EG Ampol Yamanto,EG Ampol,Yamanto,-27.661474,152.739223
61402215,BP Narangba,BP,Narangba,-27.185887,152.934925
61402220,BP Hillcrest,BP,Hillcrest,-27.674572,153.027799
61402221,Liberty Beaudesert,Liberty,Beaudesert,-27.983446,152.994934
61402222,Van Ansem's Garage Auto Electrical & Mechanical,BP,Forest Hill,-27.583597,152.363245
61402222,BP Forest Hill,BP,Forest Hill,-27.583597,152.363245
61402223,EG Ampol Burpengary,EG Ampol,Burpengary,-27.154303,152.974573
61402224,EG Ampol Urangan,EG Ampol,Hervey Bay,-25.293061,152.893747
61402224,EG Ampol Urangan,EG Ampol,Urangan,-25.292997,152.893747
61402226,S24 The Gap,Caltex,The Gap,-27.444698,152.952406
61402227,BP Connect Bribie Island,BP,Bribie Island,-27.063978,153.155778
61402227,BP Connect Bribie Island,BP,Bribie Island,-27.064033,153.155743
61402228,7-Eleven Gaven,7 Eleven,Gaven,-27.926152,153.323766
61402228,7-Eleven Gaven,7 Eleven,Gaven,-27.926191,153.323773
61402229,Ampol Beaudesert South,Ampol,Beaudesert,-27.989047,152.995246
61402231,7-Eleven Silkstone,7 Eleven,Silkstone,-27.621181,152.788024
61402232,Coles Express Burleigh Heads,Coles Express,Burleigh Heads,-28.093945,153.442858
61402233,United Parkwood,United,Parkwood,-27.957124,153.380398
61402234,EG Ampol Booval,EG Ampol,Booval,-27.616744,152.790559
61402237,EG Ampol Alexandra Hills,EG Ampol,Alexandra Hills,-27.525028,153.221236
61402238,IOR Emerald,IOR Petroleum,Emerald,-23.529437,148.15457
61402239,7-Eleven Warana,7 Eleven,Warana,-26.719285,153.129277
61402241,Hope Energy Arundel,Independent,Arundel,-27.927782,153.362428
61402244,Ampol Foodary Maryborough North,Ampol,Maryborough,-25.486959,152.663929
61402244,Ampol Foodary Maryborough North,Ampol,Maryborough,-25.486798,152.664301
61402245,BP Capalaba South,BP,Capalaba,-27.534886,153.206323
61402246,EG Ampol Browns Plains,EG Ampol,Browns Plains,-27.663919,153.042469
61402247,Metro Petroleum Marsden,Metro Fuel,Marsden,-27.678124,153.082483
61402248,EG Ampol Beenleigh,EG Ampol,Beenleigh,-27.717004,153.205867
61402249,BP Connect Stapylton,BP,Stapylton,-27.733004,153.228051
61402251,7-Eleven Windaroo,7 Eleven,Mount Warren Park,-27.735592,153.194014
61402254,7-Eleven River Hills,7 Eleven,Riverhills,-27.561955,152.921854
61402261,Shell Caloundra,Shell,Little Mountain,-26.794637,153.104596
61402262,7-Eleven Bellbird Park,7 Eleven,Bellbird Park,-27.645205,152.872201
61402264,Shell Tamborine,Shell,Mount Tamborine,-27.880279,153.129561
61402270,BP Connect Coomera North,BP,Upper Coomera,-27.861073,153.308869
61402271,BP Townsville Truckstop,BP,Townsville,-19.316149,146.819833
61402272,Mobil Brinsmead,Mobil,Brinsmead,-16.906336,145.710619
61402278,Liberty Stanthorpe,Liberty,Stanthorpe,-28.661443,151.932187
61402281,Ampol Foodary Stanthorpe,Ampol,Stanthorpe,-28.631314,151.953751
61402283,BP Favero Motors,BP,Stanthorpe,-28.648519,151.944565
61402284,Ampol Foodary Goondiwindi Truck Stop,Ampol,Goondiwindi,-28.528396,150.311107
61402288,Pacific Petroleum Gympie,Pacific Petroleum,Gympie,-26.187115,152.669155
61402290,Ampol Moranbah,Ampol,Moranbah,-21.999125,148.045114
61402291,BP Moranbah,BP,Moranbah,-21.991939,148.027987
61402292,United Ryke Fuel Kingaroy,United,Kingaroy,-26.550271,151.826818
61402293,Ampol Biloela,Ampol,Biloela,-24.404638,150.506137
61402295,Neds 1 Stop,Independent,Tinana,-25.553134,152.675386
61402297,BP Saltwater,BP,Maryborough,-25.526578,152.707591
61402299,Sunstate Fuel and Convenience Maryborough,Independent,Maryborough,-25.532947,152.702581
61402300,United Tinana,United,Tinana,-25.556893,152.670256
61402302,Ampol John St,Ampol,Maryborough,-25.532662,152.702968
61402306,Ampol Nikenbah,Ampol,Nikenbah,-25.318249,152.804668
61402311,BP Merinda,BP,Merinda,-20.015614,148.166884
61402316,Ampol Mt Isa Miners Mate,Ampol,Mount Isa,-20.723866,139.493128
61402321,EG Ampol Kingaroy,EG Ampol,Kingaroy,-26.541271,151.835761
61402323,Ampol Foodary Warwick Truck N Travel,Ampol,Warwick,-28.184299,152.053819
61402324,Pacific Petroleum Newtown,Pacific Petroleum,Newtown,-27.552892,151.920633
61402333,Hope Energy Coolangatta,Independent,Bilinga,-28.163806,153.514255
61402336,Mobil Atherton,Mobil,Atherton,-17.281699,145.494874
61402338,7-Eleven Brassall,7 Eleven,Brassall,-27.593566,152.745835
61402340,United Ingham,United,Ingham,-18.650149,146.156221
61402341,Shell Reddy Express Mount Isa Truckport,Reddy Express,Mount Isa,-20.692726,139.488829
61402344,Ampol Hemmant,Ampol,Hemmant,-27.430777,153.133132
61402345,BP Connect Caboolture South,BP,Caboolture,-27.123364,152.978146
61402348,BP Connect Caboolture North,BP,Caboolture,-27.124597,152.976415
61402349,Ampol Tinana,Ampol,Tinana,-25.551169,152.677048
61402350,7-Eleven Coopers Plains,7 Eleven,Coopers Plains,-27.563851,153.039733
61402352,Ampol Mackay (Depot Front),Ampol,Paget,-21.169069,149.161648
61402354,EG Ampol Range,EG Ampol,Toowoomba,-27.571288,151.976923
61402356,EG Ampol Keperra,EG Ampol,Keperra,-27.417118,152.949151
61402357,Ampol Cairns,Ampol,Cairns,-16.935052,145.776331
61402359,EG Ampol Cannon Hill,EG Ampol,Cannon Hill,-27.471076,153.103939
61402362,EG Ampol Brookside,EG Ampol,Mitchelton,-27.409771,152.981518
61402365,7-Eleven Jindalee,7 Eleven,Jindalee,-27.536437,152.948986
61402366,7-Eleven Palm Beach North,7 Eleven,Palm Beach,-28.109251,153.465565
61402368,BP Nightowl Southport,BP,Southport,-27.989794,153.412291
61402369,United Kilcoy,United,Kilcoy,-26.947837,152.560732
61402371,EG Ampol Earlville,EG Ampol,Earlville,-16.945444,145.738573
61402372,Liberty Beenleigh,Liberty,Beenleigh,-27.714319,153.186676
61402372,Solo Beenleigh,SOLO,Beenleigh,-27.714319,153.186676
61402373,7-Eleven Beenleigh City Road,7 Eleven,Beenleigh,-27.707782,153.203548
61402374,Freedom Fuels Withcott,Freedom Fuels,Withcott,-27.553876,152.022658
61402375,7-Eleven Rangeville,7 Eleven,Rangeville,-27.574693,151.969321
61402376,Marano’s Fuel Tully,Independent,Tully,-17.93069,145.934299
61402377,Liberty Tully,Liberty,Tully,-17.926999,145.935757
61402378,Caltex Warwick Central,Caltex,Warwick,-28.216857,152.035153
61402383,United Gunalda,United,Curra,-26.006041,152.566327
61402384,EG Ampol Allenstown,EG Ampol,Rockhampton,-23.386219,150.501262
61402386,Liberty Taigum,Liberty,Zillmere,-27.349645,153.037933
61402388,Pearl Energy Deagon,Pearl Energy,Deagon,-27.328405,153.053821
61402389,EG Ampol Wilsonton (Toowoomba),EG Ampol,Wilsonton,-27.542785,151.925914
61402390,EG Ampol Oxley,EG Ampol,Oxley,-27.572374,152.981752
61402391,EG Ampol Cornubia,EG Ampol,Cornubia,-27.672412,153.212401
61402392,EG Ampol Woodridge,EG Ampol,Woodridge,-27.645226,153.118858
61402393,Puma Stratford,Puma Energy,Stratford,-16.871263,145.739224
61402393,Caltex Stratford,Caltex,Stratford,-16.871263,145.739224
61402394,Caltex Bentley Park,Caltex,Edmonton,-17.004283,145.743655
61402395,Caltex Portsmith,Caltex,Portsmith,-16.942807,145.770067
61402398,EG Ampol Mount Ommaney,EG Ampol,Mount Ommaney,-27.549742,152.940913
61402400,EG Ampol Deeragun,EG Ampol,Deeragun,-19.246087,146.676727
61402400,EG Ampol Deeragun,Unknown,Deeragun,-19.246087,146.676727
61402403,EG Ampol Bundaberg West,EG Ampol,Bundaberg,-24.871378,152.350984
61402404,7-Eleven Clontarf,7 Eleven,Clontarf,-27.260641,153.079831
61402405,United Forestdale,United,Forestdale,-27.653983,152.995681
61402406,7-Eleven Flinders View,7 Eleven,Yamanto,-27.653617,152.763136
61402407,Ampol Foodary Lytton (Port Of Brisbane),Ampol,Lytton,-27.404995,153.164092
61402409,Mobil Biloela,Mobil,Biloela,-24.403579,150.510013
61402410,Ampol Foodary Toowoomba North,Ampol,Toowoomba,-27.554554,151.954894
61402411,Caltex Racecourse,Caltex,Mackay,-21.166333,149.131192
61402411,Puma Racecourse,Puma Energy,Mackay,-21.166333,149.131192
61402413,Metro Petroleum Warwick,Metro Fuel,Warwick,-28.223566,152.019508
61402414,Freedom Fuels Hattonvale,Freedom Fuels,Hatton Vale,-27.550948,152.499103
61402415,Freedom Fuels Allora,Freedom Fuels,Allora,-28.037578,151.989067
61402417,Pearl Energy Miami,Pearl Energy,Miami,-28.073419,153.433885
61402418,7-Eleven Parkwood,7 Eleven,Parkwood,-27.947017,153.351106
61402419,EG Ampol Sippy Downs,EG Ampol,Sippy Downs,-26.718448,153.050326
61402423,EG Ampol Jimboomba,EG Ampol,Jimboomba,-27.830002,153.025132
61402427,Caltex D’Aguilar,Caltex,D'Aguilar,-26.990572,152.802778
61402427,Puma D'Aguilar,Puma Energy,D'Aguilar,-26.990572,152.802778
61402428,Sunstate Fuel and Store D'Aguilar,Liberty,D'Aguilar,-26.987083,152.797426
61402432,7-Eleven Marcoola,7 Eleven,Marcoola,-26.600623,153.095575
61402434,EG Ampol Robina,EG Ampol,Robina,-28.071451,153.379858
61402435,Ampol Beaudesert Depot With Front,Ampol,Beaudesert,-27.974023,152.993896
61402436,Coles Express Nudgee,Coles Express,Banyo,-27.378058,153.093691
61402439,United Park Ridge,United,Park Ridge,-27.708052,153.093277
61402440,Ampol Beaudesert Ifs,Ampol,Beaudesert,-27.995299,152.990539
61402441,Ampol Ingham,Ampol,Ingham,-18.680713,146.152207
61402442,BP Proserpine,BP,Proserpine,-20.402011,148.587025
61402443,7-Eleven Mermaid Waters,7 Eleven,Mermaid Waters,-28.040152,153.408283
61402444,BP Connect Riawena Road,BP,Salisbury,-27.558778,153.031156
61402446,Puma Mareeba,Puma Energy,Mareeba,-16.985986,145.474021
61402448,United South Rockhampton,United,South Rockhampton,-23.404759,150.502453
61402449,Dingo Roadhouse,Shell,Dingo,-23.650804,149.33506
61402452,NightOwl Ayr Central Caltex,Caltex,Ayr,-19.572481,147.403774
61402453,EG Ampol Beerwah,EG Ampol,Beerwah,-26.856895,152.954989
61402455,BP Cloncurry,BP,Cloncurry,-20.706655,140.507026
61402456,EG Ampol Gladstone,EG Ampol,Gladstone,-23.845828,151.260427
61402457,EG Ampol Gympie,EG Ampol,Gympie,-26.191891,152.657122
61402458,EG Ampol Manunda,EG Ampol,Manunda,-16.926295,145.739689
