SiteId,Site_Name,Site_Brand,Site_Suburb,Lat,Lon
61470086,Mobil on Spence,Mobil,Cairns,-16.929916,145.768966
61470087,Caltex Farleigh,Caltex,Coningsby,-21.093289,149.071468
61470091,BP Bloomsbury,BP,Bloomsbury,-20.705374,148.596136
61470092,Caltex Mackay North,Caltex,Mackay North,-21.124898,149.188314
61470093,Caltex Mackay,Caltex,Mackay,-21.145829,149.186726
61470098,Morven Roadhouse,Puma Energy,Morven,-26.410966,147.126319
61470100,Caltex Reid River,Caltex,Calcium,-19.698295,146.840041
61470101,Shell Truckstop Kingsthorpe,Shell,Kingsthorpe,-27.499153,151.806735
61470101,Zims Corner Service Station,Independent,Kingsthorpe,-27.499543,151.806547
61470102,BP Chinchilla,BP,Chinchilla,-26.738608,150.628807
61470105,Caltex Sun Valley,Caltex,Gladstone,-23.874184,151.260163
61470108,Ampol Wulguru,Ampol,Wulguru,-19.317959,146.811981
61470109,Metro Rockhampton,Metro Fuel,Rockhampton,-23.373624,150.504149
61470116,Caltex Yeppoon,Caltex,Yeppoon,-23.131075,150.739015
61470117,Mobil Innisfail,Mobil,Innisfail,-17.523715,146.021236
61470119,BP Granville Maryborough,BP,Maryborough,-25.540999,152.716897
61470121,Caltex Berserker South,Caltex,Berserker,-23.371305,150.515455
61470123,BP Emu Park,BP,Emu Park,-23.256889,150.825691
61470125,Ampol Nanango,Ampol,Nanango,-26.671405,152.001667
61470126,Lowood Fuels,Independent,Lowood,-27.461689,152.580934
61470127,United Esplanade,United,Torquay,-25.284338,152.870333
61470130,BP Sims Road,BP,Bundaberg,-24.889114,152.358655
61470132,Ampol Gympie Diesel Stop,Ampol,Gympie,-26.210044,152.683084
61470137,Mobil Tolga,Mobil,Tolga,-17.219626,145.480231
61470142,Bp Glenmore Road,BP,Rockhampton North,-23.362534,150.508048
61470145,Port Douglas Servo,Independent,Port Douglas,-16.483003,145.462489
61470153,BP High Street,BP,Rangeville,-27.585736,151.978162
61470159,BP Murgon,BP,Murgon,-26.237611,151.930297
61470160,Puma Camooweal,Puma Energy,Camooweal,-19.921198,138.117892
61470172,Gayndah Midway Roadhouse,BP,Gayndah,-25.627828,151.614943
61470173,BP Gatton,BP,Gatton,-27.555226,152.289799
61470218,BP Boonah,BP,Boonah,-27.995512,152.682988
61470220,BP Roma,BP,Roma,-26.573896,148.788847
61470220,BP Kookas,Lowes,Roma,-26.573941,148.788847
61470234,United Ayr,United,Ayr,-19.630588,147.387976
61470236,BP South Rockhampton,BP,Rockhampton,-23.397433,150.505528
61470241,United Yuleba,United,Yuleba,-26.610745,149.377828
61470257,BP Ingham,BP,Ingham,-18.653671,146.154568
61470276,Shell Chinchilla,Shell,Chinchilla,-26.746867,150.620221
61470293,BP Bundaberg Depot & Dca,BP,Bundaberg,-24.859303,152.368258
61470301,NightOwl BP Clifton Beach,BP,Clifton Beach,-16.764517,145.668049
61470302,Caltex Park Avenue,Caltex,Park Avenue,-23.350164,150.523461
61470304,Caltex Bowen,Caltex,Delta,-20.016508,148.195678
61470305,BP Mareeba,BP,Mareeba,-17.006665,145.425118
61470308,S24 Maryborough,Caltex,Maryborough,-25.530659,152.699452
61470322,BP Gracemere Servie Centre,BP,Gracemere,-23.438557,150.456844
61470330,Metco Petroleum Toowoomba,Independent,Toowoomba,-27.557296,151.943332
61470354,Rosewood Fuels,Independent,Rosewood,-27.639487,152.592682
61470364,BP Kearney Springs,BP,Toowoomba,-27.588817,151.948276
61470388,BP Eastside Market,BP,Toowoomba,-27.553384,151.968028
61470393,BP Biloela,BP,Biloela,-24.403828,150.512125
61470394,BP Thangool,BP,Thangool,-24.486232,150.573279
61470419,BP North Rockhampton,BP,Rockhampton North,-23.342194,150.519823
61470427,BP Emerald,BP,Emerald,-23.525461,148.158196
61470429,Malanda Fuel,Independent,Malanda,-17.359852,145.595251
61470441,BP Kingaroy,BP,Kingaroy,-26.542504,151.839271
61470459,Liberty Cannonvale,Liberty,Cannonvale,-20.280637,148.690912
61470472,BP Drayton,BP,Drayton,-27.600559,151.915252
61470473,IOR Eromanga,IOR Petroleum,Eromanga,-26.668476,143.273129
61470479,BP Warwick (Albion St),BP,Warwick,-28.212724,152.035846
61470492,BP Roma Truckstop,BP,Roma,-26.579521,148.775527
61470494,BP St George,BP,St George,-28.034932,148.583383
61470496,Caltex Aratula,Caltex,Aratula,-27.979511,152.550175
61470497,BP College View,BP,Gatton,-27.544267,152.344753
61470507,NightOwl BP Manunda,BP,Manunda,-16.925257,145.741522
61470519,BP Longreach,BP,Longreach,-23.441167,144.255707
61470521,BP Duaringa,BP,Duaringa,-23.720596,149.668471
61470524,NightOwl Caltex Andergrove,Caltex,Andergrove,-21.098565,149.181109
61470542,United Giru,United,Giru,-19.563316,147.154696
61470543,NightOwl Torquay Caltex,Caltex,Torquay,-25.292293,152.869225
61470557,BP Munduberra,BP,Mundubbera,-25.588477,151.299736
61470573,BP Earlville,BP,Westcourt,-16.938778,145.746217
61470578,Liberty Sarina,Liberty,Sarina,-21.422521,149.216761
61470579,S24 Calliope,Caltex,Calliope,-23.982558,151.212585
61470585,BP Aitkenvale,BP,Aitkenvale,-19.296491,146.768134
61470585,BP Express Aitkenvale,BP,Aitkenvale,-19.296535,146.768167
61470589,Ampol Beaconsfield (Mackay),Ampol,Beaconsfield,-21.100447,149.166652
61470610,BP Toogoolawah,BP,Toogoolawah,-27.085024,152.382691
61470615,United Cranbrook,United,Cranbrook,-19.307881,146.750824
61470637,7-Eleven Mundingburrah,7 Eleven,Mundingburra,-19.293711,146.795913
61470639,BP Seaview Cardwell,Independent,Cardwell,-18.266041,146.027881
61470644,BP Dalby,BP,Dalby,-27.180133,151.260211
61470652,BP Bridge Garage,BP,Goondiwindi,-28.545544,150.323908
61470658,BP Eidsvold,BP,Eidsvold,-25.370947,151.127497
61470659,BP Gin Gin,BP,Gin Gin,-24.983821,151.951288
61470681,Caltex Marlborough South,Caltex,Marlborough,-22.827873,149.93279
61470689,BP Tower Service Station,BP,Mitchell,-26.488441,147.969721
61470689,BP Tower Mitchell,BP,Mitchell,-26.488441,147.969721
61470699,BP Kuranda,BP,Kuranda,-16.821397,145.633612
61470702,Astron West End (Townsville),Astron,West End,-19.267666,146.796412
61470733,BP Mapleton,BP,Mapleton,-26.626606,152.866393
61470736,Caltex Oakey,Caltex,Oakey,-27.427246,151.710433
61470743,BP Kirwan,BP,Kirwan,-19.301919,146.735018
61470743,BP Kirwan,BP,Kirwan,-19.301983,146.735026
61470755,Liberty Bundaberg,Liberty,Bundaberg,-24.859261,152.344324
61470759,Metro Petroleum Maryborough,Metro Fuel,Maryborough,-25.538755,152.692888
61470770,Seabreeze Servo & Takeaway,Independent,Lammermoor,-23.160484,150.769636
61470774,NightOwl Caltex Bundaberg West,Caltex,Bundaberg West,-24.870616,152.336218
61470783,BP Dalrymple,BP,Garbutt,-19.274215,146.766913
61470809,BP Biloela,BP,Biloela,-24.400531,150.515392
61470817,Metro Petroleum Beaudesert,Metro Fuel,Beaudesert,-27.978157,152.993896
61470834,BP Woodlands,BP,Deeragun,-19.246405,146.677363
61470841,BP Nanango,BP,Nanango,-26.678944,151.997395
61470849,Pacific Fuels Drayton,Pacific Petroleum,Drayton,-27.601189,151.914409
61470850,BP Moss Marine,BP,North Mackay,-21.119696,149.195362
61470853,BP OPT Ayr,BP,Ayr,-19.570972,147.402868
61470860,Rollingstone Fuels,BP,Rollingstone,-19.045594,146.389453
61470869,Cunnamulla Roadhouse,Independent,Cunnamulla,-28.067713,145.685398
61470872,BP Mackay,BP,Mackay,-21.165856,149.154025
61470880,BP Condamine,BP,Condamine,-26.927116,150.134908
61470906,Liberty Halifax,Liberty,Halifax,-18.581887,146.284381
61470918,BP Gympie Gateway,BP,Gympie,-26.220658,152.686726
61470924,Ampol Foodary Chinchilla,Ampol,Chinchilla,-26.745211,150.636589
61470929,Mackay City Fuel,Independent,Mackay,-21.147808,149.189671
61470933,BP Coolum Beach,BP,Coolum Beach,-26.533138,153.088063
61470940,Out N About Servo,Independent,Collinsville,-20.554153,147.846997
61470966,Pearl Energy Gladstone,Pearl Energy,Gladstone,-23.850397,151.265791
61470972,Ampol Maryborough,Ampol,Maryborough,-25.532371,152.688511
61470983,Mobil Esk,Mobil,Esk,-27.236002,152.418208
61470988,Ampol Foodary South Rockhampton,Ampol,Rockhampton,-23.383768,150.508213
61470995,Glenella Fuels,BP,Glenella,-21.119623,149.147281
61471009,Murgon Fuels,Independent,Murgon,-26.242222,151.943278
61477001,Ampol Foodary Kirwan,Ampol,Kirwan,-19.304275,146.734831
61477002,Mobil Jimboomba,Mobil,Jimboomba,-27.831712,153.027016
61477003,Ampol Proserpine,Ampol,Proserpine,-20.403451,148.588741
61477005,Boost Fuel Aquatic Place,Independent,Park Avenue,-23.357203,150.519574
61477006,BP Gladstone (Dawson Hwy),BP,Gladstone,-23.875153,151.225549
61477009,EG Ampol Atherton,EG Ampol,Atherton,-17.263159,145.477081
61477011,Liberty Manoora,Liberty,Cairns,-16.917289,145.735174
61477012,United Moranbah Mills,United,Moranbah,-22.002052,148.045771
61477015,Ampol Gympie (Depot Front),Ampol,Gympie,-26.175532,152.677552
61477016,Ampol Frenchville Rockhampton,Ampol,Frenchville,-23.348059,150.537055
61477019,Ampol Foodary Townsville Nathan St,Ampol,Vincent,-19.287784,146.761423
61477020,Ampol Foodary Manunda,Ampol,Manunda,-16.924723,145.754011
61477023,Ampol Foodary Nebo Road Mackay West,Ampol,West Mackay,-21.155173,149.165572
61477027,Ampol Glenden,Ampol,Glenden,-21.345301,148.108093
61477028,Ampol Tieri,Ampol,Tieri,-23.037412,148.345597
61477034,Astron Mount Isa,Astron,Mount Isa,-20.728303,139.493071
61477035,Choice Cardwell,Choice,Cardwell,-18.264214,146.025799
61477037,Ampol Foodary Mareeba,Ampol,Mareeba,-16.990624,145.421698
61477038,Ampol Foodary Mackay,Ampol,Mackay,-21.065908,149.157487
61477039,United Moranbah,United,Moranbah,-21.999208,148.040551
61477041,OOM Energy Cairns Central,Independent,Cairns North,-16.923391,145.767374
61477042,Ampol Foodary Condon,Ampol,Condon,-19.331344,146.727202
61477046,United Mackay,United,Mackay,-21.149047,149.186335
61477051,Ampol Tamrookum,Ampol,Tamrookum,-28.116832,152.917444
61477053,Jio Emerald,Independent,Emerald,-23.518948,148.156618
61477057,Ampol Cobb & Co Roadhouse Jondaryan,Ampol,Jondaryan,-27.367714,151.590331
61477060,United Hermit Park,United,Hermit Park,-19.275586,146.801377
61477061,EG Ampol Victoria Point,EG Ampol,Victoria Point,-27.587197,153.282547
61477062,BP Smithfield Cairns,BP,Smithfield,-16.829254,145.692244
61477064,Ampol Mitchell,Ampol,Mitchell,-26.485708,147.978826
61477065,Ampol Fuel Homestead Caravan Park,Ampol,Barcaldine,-23.555419,145.283581
61477068,Biboohra Cash Store,Independent,Biboohra,-16.921768,145.418713
61477069,Ampol Rosslyn Bay Kiosk,Ampol,Rosslyn Bay,-23.164312,150.791353
61477070,United Springfield,United,Springfield,-27.654379,152.917741
61477071,BP Slacks Creek,BP,Slacks Creek,-27.655714,153.163159
61477072,EG Ampol Marian,EG Ampol,Marian,-21.146851,148.953733
61477073,Isisford OPT,Independent,Isisford,-24.261856,144.438718
61477073,Fuel Central Isisford Unmanned,Independent,Isisford,-24.261856,144.438718
61477074,Coles Express Brisbane Airport,Coles Express,Brisbane Airport,-27.395666,153.107614
61477075,Shell Reddy Express Ayr,Reddy Express,Ayr,-19.573708,147.406066
61477077,Costco Northlakes,Costco,North Lakes,-27.213607,152.996416
61477078,BP Jimboomba,BP,Jimboomba,-27.836587,153.025492
61477079,EG Ampol Warana,EG Ampol,Kawana Waters,-26.721493,153.129187
61477080,Pacific Fuel Solutions Yatala,Pacific Fuel Solutio,Yatala North,-27.752277,153.234418
61477081,EG Ampol Joyner,EG Ampol,Warner Lakes,-27.291097,152.953264
61477083,United Crestmead,United,Creastmead,-27.697333,153.082363
61477084,Ampol Foodary Paget City Gates,Ampol,Paget,-21.171104,149.153336
61477086,Puma Cloncurry,Puma Energy,Cloncurry,-20.683519,140.509033
61477086,Caltex Cloncurry,Caltex,Cloncurry,-20.683519,140.509033
61477087,Shell Reddy Express Cannonvale,Reddy Express,Cannonvale,-20.277424,148.699885
61477088,7-Eleven Maudsland,7 Eleven,Oxenford,-27.913039,153.283432
61477089,BP Port of Brisbane,BP,Lytton,-27.425971,153.153541
61477090,Shell Reddy Express Thuringowa (PAD),Reddy Express,Kirwan,-19.288428,146.739813
61477091,7-Eleven North Lakes,7 Eleven,North Lakes,-27.221077,152.999794
61477092,Caltex Warwick,Caltex,Warwick,-28.194808,152.044554
61477094,7-Eleven Upper Coomera,7 Eleven,Upper Coomera,-27.868516,153.296434
61477095,Shell Reddy Express Redlynch,Reddy Express,Redlynch,-16.894759,145.699286
61477096,United Windaroo,United,Windaroo,-27.752491,153.187381
61477097,Amity Point General Dealers,Puma Energy,Amity Point,-27.398536,153.438523
61477098,Blue Gem Tourist Park,Independent,Sapphire,-23.466478,147.722935
61477099,Beachmere Service Station,United,Beachmere,-27.128795,153.051561
61477100,BP Foodworks Tivoli,BP,Tivoli,-27.588953,152.771912
61477101,United Cardwell,United,Cardwell,-18.256834,146.018176
61477102,Batish Petroleum Jandowae,Independent,Jandowae,-26.779606,151.108921
61477104,Stewarts Towing &  Service Station,Independent,Mount Morgan,-23.644351,150.387115
61477105,Star Roadhouse,BP,Miriam Vale,-24.326512,151.55346
61477106,Marano’s Fuel Wonga,Ampol,Wonga Beach,-16.359316,145.410988
61477107,Ravenshoe General Transport,Independent,Ravenshoe,-17.614927,145.490311
61477110,Ampol Burdekin Duck Roadhouse,Ampol,Sellheim,-20.007324,146.414732
61477113,Fraser Coast Fuel Tiaro Unmanned,Ampol,Tiaro,-25.732345,152.583682
61477114,Ampol Dysart,Ampol,Dysart,-22.579852,148.359775
61477116,Sarina Beach Store,Ampol,Sarina,-21.391099,149.312362
61477117,Perrys Wandoan,Perrys,Wandoan,-26.123645,149.959559
61477118,Tobin's Supermarket,Independent,Millaa Millaa,-17.511967,145.61336
61477119,Caltex Marlborough North,Caltex,Marlborough,-22.82168,149.891454
61477121,Independent Musgrave Roadhouse,Independent,Musgrave,-14.781124,143.503624
61477122,Coen Store,Independent,Cooktown,-13.944427,143.200531
61477123,Byfield General Store,Independent,Rockhampton,-22.841371,150.646759
61477124,Coppabella One Stop,Independent,Coppabella,-21.906964,148.360294
61477125,Muttaburra Shop and Fuel,Independent,Muttabarra,-22.592647,144.548179
61477126,Ampol Seaforth General Store,Ampol,Seaforth,-20.901699,148.967698
61477129,EG Ampol Meadowbrook,EG Ampol,Meadowbrook,-27.667891,153.138442
61477132,Shell Reddy Express Deeragun (PAD),Reddy Express,Deeragun,-19.24712,146.678906
61477135,Puma Longreach,Puma Energy,Longreach,-23.436202,144.252625
61477135,Caltex Longreach,Caltex,Longreach,-23.436202,144.252625
61477136,Ampol Foodary North Maclean,Ampol,North Maclean,-27.776626,153.011986
61477137,United Labrador,United,Labrador,-27.953608,153.407653
61477138,7-Eleven Kingston South,7 Eleven,Kingston,-27.659959,153.117148
61477139,EG Ampol Stanthorpe,EG Ampol,Stanthorpe,-28.654243,151.936528
61477140,7-Eleven Deception Bay,7 Eleven,Deception Bay,-27.196762,153.015559
61477141,Ampol Roseneath,Ampol,Roseneath,-19.376371,146.831533
61477142,Caltex Pelican Waters,Caltex,Pelican Waters,-26.833129,153.107185
61477143,7-Eleven Taigum,7 Eleven,Taigum,-27.342286,153.041602
61477144,7-Eleven Ormeau,7 Eleven,Ormeau,-27.785986,153.258559
61477145,Shell Reddy Express Springfield Orion,Reddy Express,Springfield Central,-27.676117,152.900794
61477621,Booyal Roadhouse,Independent,Booyal,-25.215161,152.040398
61477624,BP Taunton,BP,Taunton,-24.394468,151.77875
61477631,Straddie Servo,Independent,Dunwich,-27.499141,153.401998
61477631,Independent Borgy's Place,Independent,Dunwich,-27.499141,153.401998
61477639,Yaamba Stockmans Country Store,Choice,Yaamba,-23.134861,150.367648
61477640,Caltex Berserker,Caltex,Berserker,-23.369704,150.519908
61477641,Mobil Barcaldine,Mobil,Barcaldine,-23.568067,145.281775
61477642,Shell Reddy Express Maroochydore,Reddy Express,Maroochydore,-26.652383,153.088302
61477643,Coles Express Bellbird Park,Coles Express,Bellbird Park,-27.647143,152.872471
61477644,Shell Reddy Express Biggera Waters,Reddy Express,Biggera Waters,-27.935655,153.40295
61477644,Coles Express Biggera Waters,Coles Express,Biggera Waters,-27.935662,153.402967
61477645,BP Logan Motorway East,BP,Larapinta,-27.640249,153.010207
61477646,Caltex Bundaberg,Caltex,Bundaberg,-24.879752,152.34823
61477647,7-Eleven Eagleby,7 Eleven,Eagleby,-27.701926,153.211246
61477652,Caltex Bundamba,Caltex,Bundamba,-27.588574,152.821642
61477653,Caltex Moranbah,Caltex,Moranbah,-22.011482,148.04292
61477655,Caltex West End,Caltex,West End,-19.268524,146.805751
61477660,Ampol Foodary Yarrabilba,Ampol,Yarrabilba,-27.801376,153.102172
61477661,Inglewood Fuel,Independent,Inglewood,-28.416685,151.078183
61477662,Hope Energy Southport,Independent,Southport,-27.961942,153.397519
61477664,BP Toowoomba Truckstop,BP,Charlton,-27.521752,151.851886
61477665,7-Eleven Heathwood,7 Eleven,Heathwood,-27.630652,152.986342
61477666,Shell Reddy Express Benowa Village,Reddy Express,Benowa,-27.999304,153.376245
61477666,Coles Express Benowa Village,Coles Express,Benowa,-28.000885,153.376111
61477667,Shell Reddy Express Gatton,Reddy Express,Gatton,-27.55954,152.275638
61477669,7-Eleven Virginia,7 Eleven,Virginia,-27.371176,153.062704
61477670,Ampol Foodary Yamanto,Ampol,Yamanto,-27.656656,152.746894
61477671,Caltex Archerfield,Caltex,Coopers Plains,-27.564883,153.023797
61477672,7-Eleven Harristown,7 Eleven,Harristown,-27.576043,151.939318
61477673,Ampol Foodary Nerang North M1,Ampol,Nerang,-27.993193,153.341302
61477674,Edge Hill Servo,Independent,Edge Hill,-16.900626,145.742719
61477675,7-Eleven Loganlea,7 Eleven,Loganlea,-27.687331,153.137398
61477676,Liberty Goondiwindi,Liberty,Goondiwindi,-28.533584,150.328826
61477678,Liberty Mackay Truckstop,Liberty,Paget,-21.187318,149.162866
61477679,7-Eleven Carrara South,7 Eleven,Carrara,-28.016302,153.351715
61477682,Gem Bait and Tackle,Independent,Stapylton,-27.721006,153.251344
61477683,BP OPT Crestmead,BP,Creastmead,-27.676339,153.075118
61477684,Ampol Peak Crossing,Ampol,Peak Crossing,-27.783529,152.729968
61477685,7-Eleven Dakabin,7 Eleven,Dakabin,-27.232873,152.992261
61477687,Caltex Caboolture East,Caltex,Caboolture,-27.085807,152.986198
61477689,Caltex Parkhurst,Caltex,Parkhurst,-23.305066,150.514944
61477690,7-Eleven Greenbank,7 Eleven,Greenbank,-27.738466,152.984176
61477691,Coles Express Annerley,Coles Express,Annerley,-27.504175,153.034714
61477692,Coles Express Moorooka,Coles Express,Moorooka,-27.531583,153.016852
61477693,BP Oxenford North,BP,Oxenford,-27.889905,153.311658
61477694,Caltex West Ipswich,Caltex,West Ipswich,-27.617941,152.750341
61477695,Caltex Rocklea,Caltex,Rocklea,-27.537517,153.003511
61477696,7-Eleven Cleveland,7 Eleven,Cleveland,-27.524689,153.256114
61477697,United Mount Louisa,United,Mt Louisa,-19.272664,146.751697
61477698,Ampol Foodary Oxenford,Ampol,Oxenford,-27.887083,153.318055
61477699,Liberty Helensvale,Liberty,Helensvale,-27.929536,153.334456
61477700,Ampol Foodary Charlton,Ampol,Charlton,-27.519877,151.849234
61477701,Coles Express Ipswich North,Coles Express,North Ipswich,-27.603361,152.762035
61477702,Caltex Cluden,Caltex,Cluden,-19.319617,146.826805
61477703,Ampol Pinkenba Diesel Stop,Ampol,Pinkenba,-27.426589,153.114412
61477704,BP Miles OPT (McNulty St),BP,Miles,-26.661352,150.187567
61477705,BP Mareeba OPT,BP,Mareeba,-16.972528,145.413868
61477706,BP Quilpie OPT,BP,Quilpie,-26.616007,144.261202
61477707,Caltex Caboolture West,Caltex,Caboolture,-27.076288,152.927953
61477708,Shell Reddy Express Tannum Sands,Reddy Express,Tannum Sands,-23.950457,151.369942
61477709,United Brendale,United,Brendale,-27.326377,152.974816
61477710,7-Eleven Noosaville,7 Eleven,Noosaville,-26.410072,153.046843
61477711,Coles Express Coomera,Coles Express,Coomera,-27.852475,153.327511
61477713,Ampol Foodary Oaklands Beaudesert,Ampol,Beaudesert,-27.993492,153.011611
61477713,Ampol Foodary Oaklands Beaudesert,Ampol,Beaudesert,-27.993691,153.011647
61477714,Ampol Foodary Benaraby Travel Centre,Ampol,Benaraby,-24.006568,151.335673
61477715,BP Haigslea,BP,Haigslea,-27.569038,152.623102
61477716,Coles Express Bremer,Coles Express,Silkstone,-27.620572,152.779786
61477717,Pearl Energy Harristown,Pearl Energy,Harristown,-27.580309,151.920598
61477718,7-Eleven Tingalpa,7 Eleven,Tingalpa,-27.471679,153.110452
61477719,Shell Reddy Express Cairns Mulgrave Rd,Reddy Express,Parramatta Park,-16.924437,145.765764
61477720,7-Eleven Salisbury,7 Eleven,Salisbury,-27.544453,153.039754
61477721,7-Eleven Pimpama,7 Eleven,Pimpama,-27.823897,153.317854
61477722,EG Ampol Park Ridge,EG Ampol,Park Ridge,-27.698014,153.039817
61477723,United Coopers Plains,United,Coopers Plains,-27.569812,153.024808
61477724,Hope Energy Ashmore,Independent,Molendinar,-27.975304,153.379207
61477725,Pacific Fuel Solutions Goondiwindi,Pacific Fuel Solutio,Goondiwindi,-28.522144,150.290845
61477726,White Rock General Store,Independent,White Rock,-16.984261,145.743793
61477726,White Rock General Store,Independent,White Rock,-16.984256,145.743628
61477727,Machans Beach Store and Post Office,Independent,Machans Beach,-16.852363,145.747843
61477728,Pacific Fuel Solutions Roma,Pacific Fuel Solutio,Roma,-26.573481,148.822241
61477729,7-Eleven Little Mountain,7 Eleven,Little Mountain,-26.794456,153.105952
61477730,7-Eleven Carrara North,7 Eleven,Carrara,-28.001287,153.358582
61477731,7-Eleven Willawong,7 Eleven,Willawong,-27.593842,153.003838
61477732,United Miles Central,United,Miles,-26.662707,150.186857
61477733,7-Eleven Caboolture North,7 Eleven,Caboolture,-27.060544,152.957626
61477734,Grantham Fuels,Independent,Grantham,-27.575212,152.204098
61477736,Pacific Fuel Solutions Yandina,Pacific Fuel Solutio,Yandina,-26.569891,152.958103
61477737,7-Eleven Burpengary,7 Eleven,Burpengary,-27.153805,152.970904
61477738,Shell Reddy Express Kedron,Reddy Express,Kedron,-27.402697,153.031129
61477739,Coles Express Booval,Coles Express,Booval,-27.613435,152.784556
61477740,7-Eleven Griffin,7 Eleven,Griffin,-27.260371,153.024433
61477741,7-Eleven North Lakes Central,7 Eleven,North Lakes,-27.238543,153.008587
61477742,Ampol Foodary Ripley,Ampol,Ripley,-27.657154,152.778643
61477743,7-Eleven Darling Heights,7 Eleven,Darling Heights,-27.591904,151.937524
61477744,7-Eleven Meridan Plains,7 Eleven,Meridan Plains,-26.773888,153.105751
61477745,7-Eleven Highfields,7 Eleven,Highfields,-27.474163,151.940023
61477746,NightOwl Shell Noosaville,Shell,Noosaville,-26.409865,153.046027
61477747,Coles Express Molendinar,Coles Express,Southport,-27.973996,153.379192
61477748,Pacific Fuel Solutions Cloncurry Unmanned,Pacific Fuel Solutio,Cloncurry,-20.680819,140.511712
61477749,7-Eleven Caboolture,7 Eleven,Caboolture,-27.077659,152.950177
61477750,Ampol Foodary Eagleby,Ampol,Eagleby,-27.701207,153.199352
61477750,Ampol Foodary Eagleby,Ampol,Eagleby,-27.701143,153.200377
61477751,7-Eleven Tingalpa North,7 Eleven,Tingalpa,-27.467545,153.152482
61477752,7-Eleven Logan Reserve,7 Eleven,Logan Reserve,-27.696754,153.102664
61477753,Coles Express Acacia Ridge,Coles Express,Acacia Ridge,-27.577615,153.025942
61477754,7-Eleven Redland Bay,7 Eleven,Redland Bay,-27.608416,153.289552
61477755,BP Coopers Plains,BP,Coopers Plains,-27.567085,153.024337
61477756,Lowes Emerald Opt,BP,Emerald,-23.488237,148.144537
61477758,Pacific Fuel Solutions Paget,Pacific Fuel Solutio,Paget,-21.186862,149.154106
61477759,Pacific Fuel Solutions Mount St John,Pacific Fuel Solutio,Townsville,-19.250005,146.735767
61477760,7-Eleven Everton Hills,7 Eleven,Everton Hills,-27.391003,152.971999
61477761,7-Eleven Helensvale,7 Eleven,Helensvale,-27.895627,153.326737
61477762,7-Eleven Gaythorne,7 Eleven,Gaythorne,-27.416965,152.982106
61477763,Coles Express Alderley,Coles Express,Alderley,-27.426838,153.001642
61477764,Shell Reddy Express Pimpama,Reddy Express,Pimpama,-27.811774,153.292602
61477764,Coles Express Pimpama,Coles Express,Pimpama,-27.813553,153.292039
61477765,Ampol Foodary Redbank Plains,Ampol,Redbank Plains,-27.641135,152.848313
61477766,United Southport,United,Southport,-27.974737,153.410479
61477767,Coles Express Brendale,Coles Express,Brendale,-27.328162,152.987194
61477768,The Oaks Store,Independent,Burnett Heads,-24.770335,152.414101
61477768,Oaks Beach Servo,Independent,Burnett Heads,-24.770335,152.414101
61477769,7-Eleven Pimpama Central,7 Eleven,Pimpama,-27.819169,153.288964
61477770,Freedom Fuels Bundall,Freedom Fuels,Bundall,-28.006291,153.412444
61477771,Eacham Fuels,Independent,Malanda,-17.354314,145.603927
61477772,7-Eleven Flagstone,7 Eleven,Jimboomba,-27.812521,152.977648
61477774,Shell Reddy Express Coomera Truck Stop,Reddy Express,Coomera,-27.855064,153.310003
61477775,Ampol Foodary Narangba,Ampol,Narangba,-27.202591,153.010822
61477776,Freedom Fuels Underwood,Freedom Fuels,Woodridge,-27.618592,153.105967
61477776,Pearl Energy Woodridge,Pearl Energy,Woodridge,-27.618478,153.105897
61477777,7-Eleven Flagstone Central,7 Eleven,Jimboomba,-27.808279,152.951221
61477778,United Archerfield,United,Archerfield,-27.560896,153.010033
61477779,7-Eleven West Ipswich,7 Eleven,West Ipswich,-27.621979,152.747545
61477780,7-Eleven Burpengary East,7 Eleven,Burpengary,-27.139537,152.982805
61477781,United Pimpama,United,Pimpama,-27.824824,153.317785
61477782,United Carrara,United,Carrara,-27.998884,153.355489
61477783,Freedom Fuels Redland Bay Road,Freedom Fuels,Capalaba,-27.529402,153.196846
61477784,BP Aratula Truckstop,BP,Aratula,-27.991948,152.539021
61477785,United Roma,United,Roma,-26.573651,148.82522
61477786,7-Eleven Kallangur,7 Eleven,Kallangur,-27.251614,152.991355
61477787,Coles Express Kedron Inbound,Coles Express,Kedron,-27.397858,153.031876
61477788,BP Opt Bohle,BP,Bohle,-19.259989,146.722849
61477789,EG Ampol Upper Coomera,EG Ampol,Upper Coomera,-27.856552,153.304604
61477792,BP Lights On The Hill Roadhouse,BP,Hughenden,-20.839855,144.173197
61477792,BP Roadhouse - Lights On The Hill,BP,Hughenden,-20.839855,144.173197
61477793,Freedom Fuels Laidley,Freedom Fuels,Laidley,-27.645544,152.389726
61477794,Wallangarra General Store,Independent,Wallangarra,-28.922581,151.930102
61477796,Killarney Co-op Service Station,Independent,Killarney,-28.333885,152.297074
61477799,Katheen Ziebarth Service Station,Independent,Gatton,-27.555142,152.302489
61477799,Sunstate Petroleum Gatton,Liberty,Gatton,-27.555096,152.302473
61477800,Liberty Gayndah,Liberty,Gayndah,-25.619554,151.609156
61477801,Central Garage Cambooya,Independent,Cambooya,-27.706321,151.864126
61477802,Rubyvale Friendly Grocer,Independent,Rubyvale,-23.419753,147.697921
61477803,Liberty Warwick,Liberty,Warwick,-28.221787,152.038477
61477804,Stratford Driveway Discount Fuels,Independent,Stratford,-16.874296,145.734289
