SiteId,Site_Name,Site_Brand,Site_Suburb,Fuel_Type,minutes_lowest,minutes_total,lowest_price_share_pct,avg_cpl
61401534,Coles Express Rochedale,Coles Express,Rochedale,Unleaded,304125.0,304125.000000447,100.0,183.3
61401534,Coles Express Rochedale,Coles Express,Rochedale,e10,304125.0,304125.000000447,100.0,181.3
61401535,Coles Express Calamvale,Coles Express,Calamvale,Diesel,18270.0,18270.0,100.0,184.5
61401535,Coles Express Calamvale,Coles Express,Calamvale,PULP 95/96 RON,12664.0,301874.999999776,4.2,202.0
61401535,Coles Express Calamvale,Coles Express,Calamvale,PULP 98 RON,266435.0,301874.999999776,88.26,208.0
61401535,Coles Express Calamvale,Coles Express,Calamvale,Premium Diesel,227645.0,290264.999999776,78.43,193.7
61401535,Coles Express Calamvale,Coles Express,Calamvale,Unleaded,266435.0,301874.999999776,88.26,185.0
61401537,Coles Express Virginia,Coles Express,Virginia,Diesel,147070.0,298104.999999851,49.33,186.3
61401537,Coles Express Virginia,Coles Express,Virginia,PULP 95/96 RON,131971.0,304979.999999776,43.27,199.2
61401537,Coles Express Virginia,Coles Express,Virginia,PULP 98 RON,71257.0,304979.999999776,23.36,209.2
61401537,Coles Express Virginia,Coles Express,Virginia,Unleaded,156005.0,304979.999999776,51.15,186.2
61401537,Coles Express Virginia,Coles Express,Virginia,e10,156150.0,304940.000000149,51.21,184.2
61401541,Ampol Foodary Hamilton,Ampol,Hamilton,PULP 95/96 RON,90033.0,304914.000000358,29.53,199.2
61401541,Ampol Foodary Hamilton,Ampol,Hamilton,PULP 98 RON,51278.0,304914.000000358,16.82,208.8
61401541,Ampol Foodary Hamilton,Ampol,Hamilton,Premium Diesel,200414.0,303305.000000373,66.08,199.7
61401541,Ampol Foodary Hamilton,Ampol,Hamilton,Unleaded,202086.0,304914.000000358,66.28,183.3
61401541,Ampol Foodary Hamilton,Ampol,Hamilton,e10,304914.0,304914.000000358,100.0,181.9
61401543,7-Eleven Kensington Hills,7 Eleven,Bray Park,PULP 98 RON,164554.0,304695.0,54.01,213.9
61401543,7-Eleven Kensington Hills,7 Eleven,Bray Park,Premium Diesel,230923.0,292539.000000358,78.94,189.9
61401543,7-Eleven Kensington Hills,7 Eleven,Bray Park,Unleaded,164554.0,304695.0,54.01,190.8
61401543,7-Eleven Kensington Hills,7 Eleven,Bray Park,e10,167223.0,304695.0,54.88,188.4
61401544,BP Connect Bowen Bridge,BP,Herston,PULP 95/96 RON,304823.0,304822.999999747,100.0,204.8
61401544,BP Connect Bowen Bridge,BP,Herston,PULP 98 RON,304823.0,304822.999999747,100.0,212.5
61401544,BP Connect Bowen Bridge,BP,Herston,Premium Diesel,261398.0,261397.999999747,100.0,199.9
61401544,BP Connect Bowen Bridge,BP,Herston,Unleaded,304823.0,304822.999999747,100.0,189.4
61401545,Freedom Fuels Mt Gravatt,Freedom Fuels,Mount Gravatt East,Diesel,298159.0,298158.999999985,100.0,182.8
61401545,Freedom Fuels Mt Gravatt,Freedom Fuels,Mount Gravatt East,LPG,248908.0,248907.999999896,100.0,149.9
61401545,Freedom Fuels Mt Gravatt,Freedom Fuels,Mount Gravatt East,PULP 95/96 RON,158117.0,304681.000000164,51.9,196.7
61401545,Freedom Fuels Mt Gravatt,Freedom Fuels,Mount Gravatt East,PULP 98 RON,226355.0,304681.000000164,74.29,203.7
61401545,Freedom Fuels Mt Gravatt,Freedom Fuels,Mount Gravatt East,Unleaded,236826.0,304681.000000164,77.73,180.9
61401545,Freedom Fuels Mt Gravatt,Freedom Fuels,Mount Gravatt East,e10,236164.0,304681.000000164,77.51,179.0
61401546,BP Connect Springwood,BP,Springwood,PULP 95/96 RON,222597.0,291787.999999523,76.29,196.5
61401546,BP Connect Springwood,BP,Springwood,PULP 98 RON,160491.0,298530.0,53.76,204.6
61401546,BP Connect Springwood,BP,Springwood,Premium Diesel,186463.0,290352.999999896,64.22,187.4
61401546,BP Connect Springwood,BP,Springwood,Unleaded,160491.0,298530.0,53.76,182.8
61401547,7-Eleven Kingston,7 Eleven,Woodridge,LPG,245168.0,294321.000000089,83.3,114.4
61401547,7-Eleven Kingston,7 Eleven,Woodridge,PULP 98 RON,48449.0,304764.999999851,15.9,192.1
61401547,7-Eleven Kingston,7 Eleven,Woodridge,Premium Diesel,59101.0,301680.0,19.59,184.0
61401547,7-Eleven Kingston,7 Eleven,Woodridge,Unleaded,72014.0,304765.999999791,23.63,170.0
61401547,7-Eleven Kingston,7 Eleven,Woodridge,e10,71661.0,304765.999999791,23.51,167.9
61401550,Caltex Rochedale,Caltex,Rochedale South,PULP 98 RON,264058.0,304920.0,86.6,202.5
61401550,Caltex Rochedale,Caltex,Rochedale South,Premium Diesel,268209.0,300115.000000075,89.37,187.2
61401550,Caltex Rochedale,Caltex,Rochedale South,Unleaded,254710.0,304920.0,83.53,180.5
61401550,Caltex Rochedale,Caltex,Rochedale South,e10,274435.0,304920.0,90.0,178.5
61401551,EG Ampol Kenmore,EG Ampol,Kenmore,PULP 98 RON,292912.0,304934.999999776,96.06,212.7
61401551,EG Ampol Kenmore,EG Ampol,Kenmore,Premium Diesel,262023.0,300116.000000015,87.31,202.9
61401551,EG Ampol Kenmore,EG Ampol,Kenmore,Unleaded,294213.0,304934.999999776,96.48,190.2
61401551,EG Ampol Kenmore,EG Ampol,Kenmore,e10,285428.0,304934.999999776,93.6,187.6
61401554,Coles Express Holland Park,Coles Express,Holland Park,Diesel,265135.0,265134.999999627,100.0,191.3
61401554,Coles Express Holland Park,Coles Express,Holland Park,PULP 98 RON,254173.0,301199.999999776,84.39,203.4
61401554,Coles Express Holland Park,Coles Express,Holland Park,Unleaded,249384.0,301199.999999776,82.8,180.4
61401554,Coles Express Holland Park,Coles Express,Holland Park,e10,285890.0,301199.999999776,94.92,178.4
61401555,Caltex Woodridge,Caltex,Woodridge,PULP 98 RON,193603.0,304764.999999851,63.53,190.9
61401555,Caltex Woodridge,Caltex,Woodridge,Premium Diesel,140626.0,301680.0,46.61,178.3
61401555,Caltex Woodridge,Caltex,Woodridge,Unleaded,180927.0,304765.999999791,59.37,168.7
61401555,Caltex Woodridge,Caltex,Woodridge,e10,156502.0,304765.999999791,51.35,167.1
61401559,BP Nerang,BP,Nerang,PULP 95/96 RON,137585.0,304915.000000298,45.12,205.8
61401559,BP Nerang,BP,Nerang,PULP 98 RON,25253.0,304959.000000358,8.28,214.2
61401559,BP Nerang,BP,Nerang,Premium Diesel,4785.0,301918.999999836,1.58,194.1
61401559,BP Nerang,BP,Nerang,e10,1031.0,304952.000000104,0.34,188.6
61401560,Caltex Kalinga,Caltex,Kalinga,PULP 98 RON,295091.0,295090.999999791,100.0,213.8
61401560,Caltex Kalinga,Caltex,Kalinga,Premium Diesel,295350.0,295349.999999776,100.0,194.7
61401560,Caltex Kalinga,Caltex,Kalinga,Unleaded,295091.0,295090.999999791,100.0,189.3
61401561,Shell Reddy Express Kippa-Ring,Reddy Express,Kippa-Ring,Diesel,285385.0,285385.000000298,100.0,192.5
61401561,Shell Reddy Express Kippa-Ring,Reddy Express,Kippa-Ring,PULP 98 RON,293296.0,305186.000000238,96.1,209.4
61401561,Shell Reddy Express Kippa-Ring,Reddy Express,Kippa-Ring,Unleaded,291850.0,305186.000000238,95.63,187.0
61401561,Shell Reddy Express Kippa-Ring,Reddy Express,Kippa-Ring,e10,291910.0,305186.000000238,95.65,185.0
61401567,Hope Energy  Biggera Waters,Independent,Biggera Waters,PULP 95/96 RON,246040.0,246039.999999851,100.0,171.2
61401567,Hope Energy  Biggera Waters,Independent,Biggera Waters,PULP 98 RON,272093.0,301185.0,90.34,177.6
61401567,Hope Energy  Biggera Waters,Independent,Biggera Waters,Premium Diesel,246040.0,246039.999999851,100.0,177.6
61401567,Hope Energy  Biggera Waters,Independent,Biggera Waters,Unleaded,272071.0,301185.0,90.33,157.5
61401567,Hope Energy  Biggera Waters,Independent,Biggera Waters,e10,302686.0,302708.000000417,99.99,154.3
61401568,Freedom Fuels Acacia Ridge,Freedom Fuels,Acacia Ridge,Diesel,185365.0,298341.999999806,62.13,176.7
61401568,Freedom Fuels Acacia Ridge,Freedom Fuels,Acacia Ridge,PULP 98 RON,145457.0,293050.000000075,49.64,193.6
61401568,Freedom Fuels Acacia Ridge,Freedom Fuels,Acacia Ridge,Unleaded,133895.0,293009.999999776,45.7,170.3
61401568,Freedom Fuels Acacia Ridge,Freedom Fuels,Acacia Ridge,e10,167663.0,294134.999999776,57.0,167.2
61401569,Coles Express Marsden,Coles Express,Marsden,Diesel,296820.0,296820.0,100.0,186.4
61401569,Coles Express Marsden,Coles Express,Marsden,PULP 95/96 RON,42917.0,304914.000000358,14.08,204.1
61401569,Coles Express Marsden,Coles Express,Marsden,PULP 98 RON,142.0,304914.000000358,0.05,210.1
61401569,Coles Express Marsden,Coles Express,Marsden,Unleaded,25069.0,305157.999999896,8.22,187.1
61401569,Coles Express Marsden,Coles Express,Marsden,e10,7044.0,305157.999999896,2.31,185.1
61401587,Ampol Foodary Nerang,Ampol,Nerang,Diesel,11328.0,284226.000000313,3.99,184.5
61401587,Ampol Foodary Nerang,Ampol,Nerang,PULP 98 RON,4521.0,304959.000000358,1.48,211.0
61401587,Ampol Foodary Nerang,Ampol,Nerang,Premium Diesel,6110.0,301918.999999836,2.02,187.5
61401587,Ampol Foodary Nerang,Ampol,Nerang,Unleaded,28136.0,304959.000000358,9.23,186.8
61401588,7-Eleven Victoria Point,7 Eleven,Victoria Point,LPG,263815.0,263814.999999851,100.0,109.7
61401588,7-Eleven Victoria Point,7 Eleven,Victoria Point,PULP 95/96 RON,159563.0,304954.999999925,52.32,202.4
61401588,7-Eleven Victoria Point,7 Eleven,Victoria Point,PULP 98 RON,275958.0,304954.999999925,90.49,210.4
61401588,7-Eleven Victoria Point,7 Eleven,Victoria Point,Premium Diesel,273498.0,284467.99999997,96.14,191.2
61401588,7-Eleven Victoria Point,7 Eleven,Victoria Point,Unleaded,157825.0,304954.999999925,51.75,187.5
61401588,7-Eleven Victoria Point,7 Eleven,Victoria Point,e10,157825.0,304954.999999925,51.75,185.4
61401590,Caltex Wilston,Caltex,Wilston,PULP 98 RON,296701.0,296701.000000387,100.0,206.5
61401590,Caltex Wilston,Caltex,Wilston,Premium Diesel,250618.0,250618.000000566,100.0,189.1
61401590,Caltex Wilston,Caltex,Wilston,Unleaded,296701.0,296701.000000387,100.0,183.3
61401590,Caltex Wilston,Caltex,Wilston,e10,296701.0,296701.000000387,100.0,181.2
61401591,Caltex Mango Hill,Caltex,Mango Hill,PULP 98 RON,217931.0,304815.000000224,71.5,206.8
61401591,Caltex Mango Hill,Caltex,Mango Hill,Premium Diesel,156868.0,290153.999999687,54.06,188.2
61401591,Caltex Mango Hill,Caltex,Mango Hill,Unleaded,272076.0,304815.000000224,89.26,184.1
61401591,Caltex Mango Hill,Caltex,Mango Hill,e10,272357.0,304815.000000224,89.35,182.1
61401597,Ampol Foodary Elanora,Ampol,Elanora,PULP 95/96 RON,78587.0,305004.000000358,25.77,197.5
61401597,Ampol Foodary Elanora,Ampol,Elanora,PULP 98 RON,857.0,305004.000000358,0.28,203.6
61401597,Ampol Foodary Elanora,Ampol,Elanora,Premium Diesel,300125.0,300125.000000149,100.0,197.3
61401597,Ampol Foodary Elanora,Ampol,Elanora,Unleaded,2473.0,305004.000000358,0.81,180.4
61401597,Ampol Foodary Elanora,Ampol,Elanora,e10,13684.0,305004.000000358,4.49,178.3
61401598,Pacific Fuel Solutions Burleigh Heads Depot,Pacific Fuel Solutio,Burleigh Heads,Diesel,256293.0,269280.0,95.18,185.4
61401598,Pacific Fuel Solutions Burleigh Heads Depot,Pacific Fuel Solutio,Burleigh Heads,PULP 95/96 RON,273796.0,273796.000000387,100.0,187.4
61401598,Pacific Fuel Solutions Burleigh Heads Depot,Pacific Fuel Solutio,Burleigh Heads,Unleaded,190049.0,304914.000000358,62.33,177.4
61401599,Freedom Fuels Redbank Plains,Freedom Fuels,Redbank Plains,Diesel,298275.0,298274.999999776,100.0,182.7
61401599,Freedom Fuels Redbank Plains,Freedom Fuels,Redbank Plains,LPG,240703.0,240703.000000119,100.0,149.9
61401599,Freedom Fuels Redbank Plains,Freedom Fuels,Redbank Plains,PULP 95/96 RON,181664.0,305004.000000358,59.56,196.8
61401599,Freedom Fuels Redbank Plains,Freedom Fuels,Redbank Plains,PULP 98 RON,181664.0,305004.000000358,59.56,204.7
61401599,Freedom Fuels Redbank Plains,Freedom Fuels,Redbank Plains,Unleaded,181948.0,305004.000000358,59.65,182.2
61401599,Freedom Fuels Redbank Plains,Freedom Fuels,Redbank Plains,e10,181664.0,305004.000000358,59.56,179.8
61401602,7-Eleven Browns Plains,7 Eleven,Browns Plains,PULP 95/96 RON,10976.0,304654.999999702,3.6,203.1
61401602,7-Eleven Browns Plains,7 Eleven,Browns Plains,PULP 98 RON,9262.0,304394.999999776,3.04,212.7
61401602,7-Eleven Browns Plains,7 Eleven,Browns Plains,Premium Diesel,274039.0,290280.000000224,94.41,184.4
61401602,7-Eleven Browns Plains,7 Eleven,Browns Plains,Unleaded,274341.0,304654.999999702,90.05,189.7
61401602,7-Eleven Browns Plains,7 Eleven,Browns Plains,e10,296844.0,304654.999999702,97.44,187.7
61401603,Caltex Chandler,Caltex,Chandler,PULP 98 RON,68904.0,303062.000000104,22.74,210.6
61401603,Caltex Chandler,Caltex,Chandler,Premium Diesel,162462.0,284544.000000134,57.1,187.7
61401603,Caltex Chandler,Caltex,Chandler,Unleaded,239043.0,303062.000000104,78.88,186.5
61401603,Caltex Chandler,Caltex,Chandler,e10,231290.0,303062.000000104,76.32,185.0
61401604,NightOwl Caltex Labrador,Caltex,Labrador,PULP 98 RON,105.0,304930.000000075,0.03,206.3
61401604,NightOwl Caltex Labrador,Caltex,Labrador,Premium Diesel,228031.0,293040.0,77.82,185.5
61401604,NightOwl Caltex Labrador,Caltex,Labrador,Unleaded,80530.0,297152.999999598,27.1,181.0
61401604,NightOwl Caltex Labrador,Caltex,Labrador,e10,112801.0,304930.000000075,36.99,179.1
61401605,BP Annerley,BP,Annerley,PULP 95/96 RON,137455.0,304694.00000006,45.11,199.1
61401605,BP Annerley,BP,Annerley,PULP 98 RON,204301.0,304694.00000006,67.05,206.7
61401605,BP Annerley,BP,Annerley,Premium Diesel,280859.0,300114.000000134,93.58,191.5
61401605,BP Annerley,BP,Annerley,Unleaded,197652.0,304694.00000006,64.87,183.7
61401605,BP Annerley,BP,Annerley,e10,160143.0,304694.00000006,52.56,181.3
61401606,Liberty Deception Bay,Liberty,Deception Bay,Diesel,271744.0,285512.000000104,95.18,181.8
61401606,Liberty Deception Bay,Liberty,Deception Bay,LPG,132.0,257263.000000119,0.05,114.8
61401606,Liberty Deception Bay,Liberty,Deception Bay,PULP 95/96 RON,297303.0,304636.000000164,97.59,189.9
61401606,Liberty Deception Bay,Liberty,Deception Bay,Unleaded,258729.0,304636.000000164,84.93,177.7
61401606,Liberty Deception Bay,Liberty,Deception Bay,e10,280792.0,304636.000000164,92.17,177.4
61401607,Shell Currumbin,Shell,Currumbin,Diesel,240555.0,240555.000000224,100.0,184.3
61401607,Shell Currumbin,Shell,Currumbin,PULP 98 RON,289057.0,298156.000000164,96.95,204.0
61401607,Shell Currumbin,Shell,Currumbin,Premium Diesel,220211.0,295278.999999985,74.58,195.2
61401607,Shell Currumbin,Shell,Currumbin,Unleaded,289057.0,298156.000000164,96.95,181.5
61401610,Ampol Foodary Coombabah,Ampol,Coombabah,PULP 95/96 RON,243000.0,243000.0,100.0,208.4
61401610,Ampol Foodary Coombabah,Ampol,Coombabah,PULP 98 RON,304920.0,304920.0,100.0,215.3
61401610,Ampol Foodary Coombabah,Ampol,Coombabah,Premium Diesel,300114.0,300114.000000134,100.0,202.2
61401610,Ampol Foodary Coombabah,Ampol,Coombabah,Unleaded,304920.0,304920.0,100.0,191.7
61401610,Ampol Foodary Coombabah,Ampol,Coombabah,e10,242990.0,242989.999999925,100.0,189.2
61401613,U-Go Cleveland,U-Go,Cleveland,PULP 95/96 RON,304529.0,304528.999999836,100.0,188.2
61401613,U-Go Cleveland,U-Go,Cleveland,PULP 98 RON,289730.0,305060.000000373,94.97,197.7
61401613,U-Go Cleveland,U-Go,Cleveland,Premium Diesel,304754.0,304753.999999836,100.0,180.5
61401613,U-Go Cleveland,U-Go,Cleveland,Unleaded,292067.0,304923.999999762,95.78,176.5
61401613,U-Go Cleveland,U-Go,Cleveland,e10,292982.0,304923.999999762,96.08,174.3
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,LPG,271397.0,271396.999999881,100.0,109.9
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,PULP 98 RON,9266.0,304394.999999776,3.04,212.7
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,Premium Diesel,192660.0,290280.000000224,66.37,183.9
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,Unleaded,274367.0,304654.999999702,90.06,189.7
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,e10,296870.0,304654.999999702,97.44,187.7
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,Diesel,5918.0,296850.000000224,1.99,188.9
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,PULP 95/96 RON,17546.0,304538.999999911,5.76,195.8
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,PULP 98 RON,5854.0,304278.999999985,1.92,202.1
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,Unleaded,9181.0,304538.999999911,3.01,179.1
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,e10,8226.0,304538.999999911,2.7,176.9
61401620,U-Go Loganholme,U-Go,Loganholme,PULP 98 RON,301280.0,303434.00000006,99.29,196.4
61401620,U-Go Loganholme,U-Go,Loganholme,Premium Diesel,281897.0,301934.000000283,93.36,183.8
61401620,U-Go Loganholme,U-Go,Loganholme,Unleaded,239018.0,304443.000000268,78.51,175.1
61401620,U-Go Loganholme,U-Go,Loganholme,e10,253444.0,304443.000000268,83.25,173.2
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,LPG,294061.0,294321.000000089,99.91,108.9
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,PULP 95/96 RON,57090.0,293234.999999776,19.47,182.2
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,PULP 98 RON,84760.0,304764.999999851,27.81,190.6
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,Premium Diesel,254445.0,301680.0,84.34,179.5
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,Unleaded,222234.0,304765.999999791,72.92,167.7
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,e10,212698.0,304765.999999791,69.79,165.4
61401625,Liberty Rocklea,Liberty,Rocklea,Diesel,10047.0,301709.000000283,3.33,174.6
61401625,Liberty Rocklea,Liberty,Rocklea,PULP 95/96 RON,48116.0,304878.999999762,15.78,176.9
61401625,Liberty Rocklea,Liberty,Rocklea,Unleaded,12427.0,304155.0,4.09,163.9
61401625,Liberty Rocklea,Liberty,Rocklea,e10,24093.0,304878.999999762,7.9,161.8
61401625,Solo Rocklea,SOLO,Rocklea,Diesel,26061.0,301709.000000283,8.64,174.6
61401625,Solo Rocklea,SOLO,Rocklea,PULP 95/96 RON,21028.0,304878.999999762,6.9,176.9
61401625,Solo Rocklea,SOLO,Rocklea,Unleaded,17647.0,304155.0,5.8,163.9
61401625,Solo Rocklea,SOLO,Rocklea,e10,20108.0,304878.999999762,6.6,161.8
61401641,Ampol Foodary Carina,Ampol,Carina,PULP 95/96 RON,29368.0,304914.000000358,9.63,201.5
61401641,Ampol Foodary Carina,Ampol,Carina,PULP 98 RON,29368.0,304914.000000358,9.63,209.5
61401641,Ampol Foodary Carina,Ampol,Carina,Premium Diesel,42191.0,300139.999999925,14.06,201.6
61401641,Ampol Foodary Carina,Ampol,Carina,Unleaded,162462.0,304914.000000358,53.28,185.4
61401641,Ampol Foodary Carina,Ampol,Carina,e10,161023.0,304914.000000358,52.81,183.4
61401642,Freedom Fuels Ningi,Freedom Fuels,Ningi,Diesel,279965.0,279965.000000149,100.0,181.2
61401642,Freedom Fuels Ningi,Freedom Fuels,Ningi,PULP 95/96 RON,282145.0,300161.000000015,94.0,189.5
61401642,Freedom Fuels Ningi,Freedom Fuels,Ningi,Unleaded,282145.0,300161.000000015,94.0,174.5
61401642,Freedom Fuels Ningi,Freedom Fuels,Ningi,e10,277059.0,300161.000000015,92.3,172.5
61401643,Ampol Foodary Samford,Ampol,Samford Village,PULP 95/96 RON,304764.0,304763.999999911,100.0,205.7
61401643,Ampol Foodary Samford,Ampol,Samford Village,PULP 98 RON,304764.0,304763.999999911,100.0,213.7
61401643,Ampol Foodary Samford,Ampol,Samford Village,Premium Diesel,285744.0,285744.000000358,100.0,197.5
61401643,Ampol Foodary Samford,Ampol,Samford Village,Unleaded,304764.0,304763.999999911,100.0,189.5
61401643,Ampol Foodary Samford,Ampol,Samford Village,e10,304764.0,304763.999999911,100.0,189.0
61401646,Caltex Willowbank,Caltex,Haigslea,Diesel,287852.0,287852.000000104,100.0,179.8
61401646,Caltex Willowbank,Caltex,Haigslea,PULP 95/96 RON,281366.0,281366.000000462,100.0,194.2
61401646,Caltex Willowbank,Caltex,Haigslea,PULP 98 RON,296780.0,296780.000000373,100.0,203.4
61401646,Caltex Willowbank,Caltex,Haigslea,Premium Diesel,287852.0,287852.000000104,100.0,181.2
61401646,Caltex Willowbank,Caltex,Haigslea,Unleaded,296780.0,296780.000000373,100.0,176.3
61401646,Caltex Willowbank,Caltex,Haigslea,e10,296780.0,296780.000000373,100.0,174.6
61401654,BP North Maclean,BP,North Maclean,Diesel,266546.0,300139.999999925,88.81,193.7
61401654,BP North Maclean,BP,North Maclean,PULP 98 RON,274960.0,304959.000000358,90.16,216.4
61401654,BP North Maclean,BP,North Maclean,Premium Diesel,266546.0,300139.999999925,88.81,196.7
61401654,BP North Maclean,BP,North Maclean,Unleaded,274999.0,304959.000000358,90.18,193.4
61401658,Ampol Bribie Island,Ampol,Bribie Island,Diesel,60.0,59.9999997764826,100.0,189.9
61401658,Ampol Bribie Island,Ampol,Bribie Island,PULP 98 RON,244213.0,303427.999999747,80.48,201.9
61401658,Ampol Bribie Island,Ampol,Bribie Island,Premium Diesel,142956.0,290062.999999747,49.28,184.5
61401658,Ampol Bribie Island,Ampol,Bribie Island,Unleaded,244397.0,303427.999999747,80.55,179.3
61401658,Ampol Bribie Island,Ampol,Bribie Island,e10,291039.0,291038.999999911,100.0,179.3
61401667,Raceview Fuels,Independent,Raceview,Diesel,253650.0,253650.000000224,100.0,173.5
61401667,Raceview Fuels,Independent,Raceview,PULP 95/96 RON,290570.0,304950.000000224,95.28,184.4
61401667,Raceview Fuels,Independent,Raceview,Unleaded,293131.0,304950.000000224,96.12,171.7
61401670,Ampol Redbank,Ampol,Redbank,PULP 95/96 RON,295496.0,295496.000000462,100.0,206.0
61401670,Ampol Redbank,Ampol,Redbank,PULP 98 RON,295496.0,295496.000000462,100.0,212.4
61401670,Ampol Redbank,Ampol,Redbank,Premium Diesel,262280.0,262280.000000149,100.0,188.6
61401670,Ampol Redbank,Ampol,Redbank,Unleaded,295496.0,295496.000000462,100.0,190.9
61401676,7-Eleven Gumdale,7 Eleven,Gumdale,PULP 95/96 RON,304393.0,304392.999999896,100.0,201.0
61401676,7-Eleven Gumdale,7 Eleven,Gumdale,PULP 98 RON,304393.0,304392.999999896,100.0,209.0
61401676,7-Eleven Gumdale,7 Eleven,Gumdale,Premium Diesel,298689.0,298688.999999911,100.0,185.7
61401676,7-Eleven Gumdale,7 Eleven,Gumdale,Unleaded,304393.0,304392.999999896,100.0,186.0
61401676,7-Eleven Gumdale,7 Eleven,Gumdale,e10,304393.0,304392.999999896,100.0,181.3
61401679,NightOwl BP Logan Village,BP,Logan Village,Diesel,265110.0,285420.000000224,92.88,184.8
61401679,NightOwl BP Logan Village,BP,Logan Village,PULP 98 RON,83134.0,304713.000000268,27.28,212.0
61401679,NightOwl BP Logan Village,BP,Logan Village,Premium Diesel,44620.0,292915.000000075,15.23,188.8
61401679,NightOwl BP Logan Village,BP,Logan Village,Unleaded,245676.0,304713.000000268,80.63,187.8
61401679,NightOwl BP Logan Village,BP,Logan Village,e10,227205.0,304713.000000268,74.56,184.5
61401680,BP Grange,BP,Grange,PULP 95/96 RON,292580.0,292579.999999925,100.0,199.5
61401680,BP Grange,BP,Grange,Premium Diesel,252101.0,255028.999999836,98.85,191.0
61401680,BP Grange,BP,Grange,e10,8.0,292585.000000298,0.0,185.5
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,Diesel,20696.0,293034.000000358,7.06,199.3
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,PULP 95/96 RON,7791.0,304859.000000283,2.56,209.7
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,PULP 98 RON,137963.0,304859.000000283,45.25,219.3
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,Premium Diesel,39397.0,301934.000000283,13.05,203.1
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,Unleaded,23570.0,304873.000000119,7.73,194.5
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,e10,208619.0,304859.000000283,68.43,194.4
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,Diesel,296269.0,296268.999999985,100.0,194.9
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,PULP 95/96 RON,25681.0,304850.000000149,8.42,213.8
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,PULP 98 RON,25940.0,304849.000000209,8.51,221.8
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,Premium Diesel,12424.0,296269.999999925,4.19,197.9
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,Unleaded,102437.0,304850.000000149,33.6,198.2
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,e10,80863.0,304850.000000149,26.53,195.8
61401684,Caltex Dutton Park,Caltex,Dutton Park,PULP 98 RON,298290.0,298289.999999553,100.0,210.5
61401684,Caltex Dutton Park,Caltex,Dutton Park,Premium Diesel,296382.0,296381.999999955,100.0,195.8
61401684,Caltex Dutton Park,Caltex,Dutton Park,Unleaded,289201.0,289201.000000164,100.0,186.1
61401684,Caltex Dutton Park,Caltex,Dutton Park,e10,289201.0,289201.000000164,100.0,184.4
61401685,Caltex Graceville,Caltex,Graceville,PULP 98 RON,95500.0,301554.000000134,31.67,212.8
61401685,Caltex Graceville,Caltex,Graceville,Premium Diesel,259200.0,274226.000000238,94.52,195.4
61401685,Caltex Graceville,Caltex,Graceville,Unleaded,277859.0,292741.000000387,94.92,189.0
61401685,Caltex Graceville,Caltex,Graceville,e10,277859.0,292741.000000387,94.92,187.0
61401686,Caltex Eagleby,Caltex,Eagleby,PULP 98 RON,6609.0,304470.99999994,2.17,213.9
61401686,Caltex Eagleby,Caltex,Eagleby,Premium Diesel,6609.0,302947.000000253,2.18,193.5
61401686,Caltex Eagleby,Caltex,Eagleby,Unleaded,6609.0,304470.99999994,2.17,188.7
61401686,Caltex Eagleby,Caltex,Eagleby,e10,6609.0,304470.99999994,2.17,186.6
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,PULP 98 RON,46115.0,304934.999999776,15.12,213.0
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,Premium Diesel,79105.0,300105.0,26.36,180.7
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,Unleaded,58075.0,304934.999999776,19.05,186.8
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,e10,59755.0,304934.999999776,19.6,184.2
61401687,Nightowl Puma Enoggera,Puma Energy,Enoggera,PULP 98 RON,83970.0,304934.999999776,27.54,213.0
