SiteId,Site_Name,Site_Brand,Site_Suburb,Fuel_Type,change_events,avg_lag_minutes,median_lag_minutes
61477821,Mobil Lowood,Independent,Lowood,Diesel,10,7825.8,7860.5
61477821,Mobil Lowood,Independent,Lowood,Unleaded,8,12161.6,8782.0
61477822,Mossman Raintrees Central Servo,Independent,Mossman,Diesel,11,6791.1,1737.0
61477822,Mossman Raintrees Central Servo,Independent,Mossman,PULP 95/96 RON,11,6759.0,1737.0
61477822,Mossman Raintrees Central Servo,Independent,Mossman,Unleaded,10,7413.9,2948.0
61477837,BP Port Douglas,BP,Craiglie,Diesel,12,10485.4,9279.5
61477837,BP Port Douglas,BP,Craiglie,PULP 98 RON,11,16604.7,11571.0
61477837,BP Port Douglas,BP,Craiglie,Unleaded,10,17970.9,14313.0
61477846,Monkland Store,Independent,Monkland,Diesel,1,86.0,86.0
61477846,Monkland Store,Independent,Monkland,Unleaded,1,5863.0,5863.0
61477851,Ravenshoe Service Station,Independent,Ravenshoe,Diesel,10,5636.5,5102.5
61477851,Ravenshoe Service Station,Independent,Ravenshoe,PULP 95/96 RON,9,6935.4,7267.0
61477851,Ravenshoe Service Station,Independent,Ravenshoe,Unleaded,9,5999.7,7267.0
61477852,Liberty Emerald,Liberty,Emerald,Diesel,8,941.4,140.0
61477855,7-Eleven Mango Hill,7 Eleven,Mango Hill,PULP 95/96 RON,61,594.7,37.0
61477855,7-Eleven Mango Hill,7 Eleven,Mango Hill,PULP 98 RON,61,461.5,35.0
61477855,7-Eleven Mango Hill,7 Eleven,Mango Hill,Premium Diesel,17,1969.9,300.0
61477855,7-Eleven Mango Hill,7 Eleven,Mango Hill,Unleaded,61,461.5,35.0
61477855,7-Eleven Mango Hill,7 Eleven,Mango Hill,e10,61,1173.3,263.0
61477856,Freedom Fuels Geebung,Freedom Fuels,Geebung,Diesel,25,6316.2,5764.0
61477856,Freedom Fuels Geebung,Freedom Fuels,Geebung,PULP 95/96 RON,50,3828.1,2642.5
61477856,Freedom Fuels Geebung,Freedom Fuels,Geebung,PULP 98 RON,50,2471.0,1389.0
61477856,Freedom Fuels Geebung,Freedom Fuels,Geebung,Unleaded,50,2447.7,1389.0
61477857,BP Blackall OPT,BP,Blackall,Diesel,5,5441.6,3015.0
61477858,IOR Petroleum Injune,IOR Petroleum,Injune,Diesel,12,21107.3,15609.5
61477858,IOR Petroleum Injune,IOR Petroleum,Injune,PULP 95/96 RON,2,36739.5,36739.5
61477858,IOR Petroleum Injune,IOR Petroleum,Injune,Unleaded,2,7698.0,7698.0
61477860,NightOwl Caltex Westcourt,Caltex,Westcourt,Diesel,15,13157.1,11050.0
61477860,NightOwl Caltex Westcourt,Caltex,Westcourt,PULP 95/96 RON,20,14615.8,11715.0
61477860,NightOwl Caltex Westcourt,Caltex,Westcourt,PULP 98 RON,4,6096.8,4808.0
61477860,NightOwl Caltex Westcourt,Caltex,Westcourt,Unleaded,23,12258.2,8375.0
61477861,Liberty Goondiwindi,Liberty,Goondiwindi,Diesel,11,300.8,260.0
61477861,Liberty Goondiwindi,Liberty,Goondiwindi,PULP 98 RON,7,1135.9,886.5
61477861,Liberty Goondiwindi,Liberty,Goondiwindi,Premium Diesel,11,3384.2,1858.0
61477861,Liberty Goondiwindi,Liberty,Goondiwindi,Unleaded,7,1135.9,408.0
61477861,Liberty Goondiwindi,Liberty,Goondiwindi,e10,7,1135.9,881.5
61477861,Solo Goondiwindi,Independent,Goondiwindi,Diesel,6,714.7,260.0
61477861,Solo Goondiwindi,Independent,Goondiwindi,PULP 98 RON,3,2332.0,886.5
61477861,Solo Goondiwindi,Independent,Goondiwindi,Premium Diesel,7,4927.0,1858.0
61477861,Solo Goondiwindi,Independent,Goondiwindi,Unleaded,3,2332.0,408.0
61477861,Solo Goondiwindi,Independent,Goondiwindi,e10,3,5656.0,881.5
61477861,Solo Goondiwindi,SOLO,Goondiwindi,Diesel,6,2282.0,260.0
61477861,Solo Goondiwindi,SOLO,Goondiwindi,PULP 98 RON,4,1121.8,886.5
61477861,Solo Goondiwindi,SOLO,Goondiwindi,Premium Diesel,7,1708.3,1858.0
61477861,Solo Goondiwindi,SOLO,Goondiwindi,Unleaded,3,1040.7,408.0
61477861,Solo Goondiwindi,SOLO,Goondiwindi,e10,4,1877.5,881.5
61477862,Liberty Bowen,Liberty,Bowen,Diesel,18,4825.7,3577.5
61477863,Liberty Miles,Liberty,Miles,Diesel,12,1355.5,298.5
61477863,Liberty Miles,Liberty,Miles,PULP 98 RON,10,3258.2,378.0
61477863,Liberty Miles,Liberty,Miles,Premium Diesel,13,4683.8,3498.0
61477863,Liberty Miles,Liberty,Miles,Unleaded,10,3258.2,378.0
61477863,Liberty Miles,Liberty,Miles,e10,9,3328.3,421.0
61477864,Liberty Kingaroy,Liberty,Kingaroy,Diesel,12,1269.2,440.5
61477864,Liberty Kingaroy,Liberty,Kingaroy,PULP 98 RON,17,6971.5,277.0
61477864,Liberty Kingaroy,Liberty,Kingaroy,Premium Diesel,12,4366.7,5020.0
61477864,Liberty Kingaroy,Liberty,Kingaroy,Unleaded,17,1994.7,277.0
61477864,Liberty Kingaroy,Liberty,Kingaroy,e10,17,3106.8,1451.0
61477872,Pacific Fuel Solutions Barcaldine,Pacific Fuel Solutio,Barcaldine,Diesel,10,58324.1,62775.0
61477874,Ampol Golden Nugget Roadhouse,Ampol,Kybong,Diesel,33,11696.7,5543.0
61477874,Ampol Golden Nugget Roadhouse,Ampol,Kybong,PULP 98 RON,23,11429.3,8564.0
61477874,Ampol Golden Nugget Roadhouse,Ampol,Kybong,Premium Diesel,33,11696.7,5543.0
61477874,Ampol Golden Nugget Roadhouse,Ampol,Kybong,Unleaded,23,11429.3,8564.0
61477875,Crystal Creek Servo,Ampol,Rollingstone,Diesel,7,20571.1,18615.0
61477875,Crystal Creek Servo,Ampol,Rollingstone,PULP 98 RON,5,34032.4,31776.0
61477875,Crystal Creek Servo,Ampol,Rollingstone,Unleaded,5,29394.6,31776.0
61477875,Crystal Creek Servo,Mobil,Rollingstone,Diesel,2,41880.0,18615.0
61477875,Crystal Creek Servo,Mobil,Rollingstone,PULP 98 RON,2,49663.5,31776.0
61477875,Crystal Creek Servo,Mobil,Rollingstone,Unleaded,2,41880.0,31776.0
61477876,BP Riverside,BP,Townsville,Diesel,6,4040.2,2378.0
61477876,BP Riverside,BP,Townsville,PULP 95/96 RON,6,9158.2,3486.5
61477876,BP Riverside,BP,Townsville,PULP 98 RON,6,9158.2,3486.5
61477876,BP Riverside,BP,Townsville,Unleaded,6,9158.2,3486.5
61477877,7-Eleven Springfield,7 Eleven,Springfield,PULP 95/96 RON,97,585.7,26.0
61477877,7-Eleven Springfield,7 Eleven,Springfield,PULP 98 RON,96,312.5,26.0
61477877,7-Eleven Springfield,7 Eleven,Springfield,Premium Diesel,25,4686.9,1685.0
61477877,7-Eleven Springfield,7 Eleven,Springfield,Unleaded,96,312.7,26.0
61477877,7-Eleven Springfield,7 Eleven,Springfield,e10,96,356.9,26.0
61477878,BP Moonie Crossing OPT,BP,Moonie,Diesel,9,15882.2,2981.0
61477878,United Moonie (Unmanned),United,Moonie,Diesel,6,6704.8,2981.0
61477882,Ampol Morayfield,Ampol,Morayfield,PULP 95/96 RON,48,1807.8,1162.5
61477882,Ampol Morayfield,Ampol,Morayfield,PULP 98 RON,48,1767.4,1162.5
61477882,Ampol Morayfield,Ampol,Morayfield,Premium Diesel,26,2445.5,1432.5
61477882,Ampol Morayfield,Ampol,Morayfield,Unleaded,46,2787.1,1299.0
61477882,Ampol Morayfield,Ampol,Morayfield,e10,45,2089.1,1156.0
61477883,7-Eleven Rothwell,7 Eleven,Rothwell,PULP 95/96 RON,66,7374.2,4842.5
61477883,7-Eleven Rothwell,7 Eleven,Rothwell,PULP 98 RON,68,490.5,36.0
61477883,7-Eleven Rothwell,7 Eleven,Rothwell,Premium Diesel,28,545.8,49.5
61477883,7-Eleven Rothwell,7 Eleven,Rothwell,Unleaded,67,320.4,36.0
61477883,7-Eleven Rothwell,7 Eleven,Rothwell,e10,68,451.3,36.0
61477885,7-Eleven Strathpine Northbound,7 Eleven,Strathpine,PULP 95/96 RON,45,3655.1,1416.0
61477885,7-Eleven Strathpine Northbound,7 Eleven,Strathpine,PULP 98 RON,46,1215.9,148.5
61477885,7-Eleven Strathpine Northbound,7 Eleven,Strathpine,Premium Diesel,21,12362.2,11320.0
61477885,7-Eleven Strathpine Northbound,7 Eleven,Strathpine,Unleaded,46,1215.9,148.5
61477885,7-Eleven Strathpine Northbound,7 Eleven,Strathpine,e10,46,1218.2,148.5
61477886,Freedom Fuels Kallangur,Freedom Fuels,Kallangur,Diesel,27,9442.9,5258.0
61477886,Freedom Fuels Kallangur,Freedom Fuels,Kallangur,PULP 95/96 RON,47,1367.5,757.0
61477886,Freedom Fuels Kallangur,Freedom Fuels,Kallangur,PULP 98 RON,47,1291.8,587.0
61477886,Freedom Fuels Kallangur,Freedom Fuels,Kallangur,Unleaded,49,1572.4,893.0
61477886,Freedom Fuels Kallangur,Freedom Fuels,Kallangur,e10,47,1472.2,772.0
61477887,United Bowen,United,Bowen,Diesel,25,3822.1,2670.0
61477887,United Bowen,United,Bowen,PULP 95/96 RON,22,8974.5,5174.0
61477887,United Bowen,United,Bowen,PULP 98 RON,21,16088.8,7491.0
61477887,United Bowen,United,Bowen,Unleaded,20,7321.1,2480.0
61477887,United Bowen,United,Bowen,e10,20,6768.8,5597.0
61477889,Ampol Foodary Sippy Downs,Ampol,Sippy Downs,PULP 95/96 RON,46,5162.8,1069.0
61477889,Ampol Foodary Sippy Downs,Ampol,Sippy Downs,PULP 98 RON,46,5162.8,1069.0
61477889,Ampol Foodary Sippy Downs,Ampol,Sippy Downs,Premium Diesel,29,7640.2,3111.0
61477889,Ampol Foodary Sippy Downs,Ampol,Sippy Downs,Unleaded,45,4846.4,476.0
61477889,Ampol Foodary Sippy Downs,Ampol,Sippy Downs,e10,45,4846.4,476.0
61477890,7-Eleven Eight Mile Plains,7 Eleven,Eight Mile Plains,PULP 95/96 RON,70,3335.3,1343.0
61477890,7-Eleven Eight Mile Plains,7 Eleven,Eight Mile Plains,PULP 98 RON,72,2171.5,960.5
61477890,7-Eleven Eight Mile Plains,7 Eleven,Eight Mile Plains,Premium Diesel,49,4229.2,1964.0
61477890,7-Eleven Eight Mile Plains,7 Eleven,Eight Mile Plains,Unleaded,74,2681.1,960.5
61477890,7-Eleven Eight Mile Plains,7 Eleven,Eight Mile Plains,e10,72,2287.0,886.0
61477892,Mundubbera Tyre Service,Independent,Mundubbera,Unleaded,4,4129.5,2569.0
61477893,Shell Pomona,Shell,Pomona,Diesel,14,15311.4,7996.0
61477893,Shell Pomona,Shell,Pomona,PULP 98 RON,15,12543.3,10104.0
61477893,Shell Pomona,Shell,Pomona,Unleaded,14,14659.1,15792.5
61477894,Flinders Star,Independent,Hughenden,Diesel,8,33950.8,13490.5
61477894,Flinders Star,Independent,Hughenden,PULP 98 RON,5,151340.0,188840.0
61477894,Flinders Star,Independent,Hughenden,Unleaded,6,43880.8,32028.0
61477897,7-Eleven Hillcrest,7 Eleven,Hillcrest,PULP 95/96 RON,81,314.9,26.0
61477897,7-Eleven Hillcrest,7 Eleven,Hillcrest,PULP 98 RON,81,293.1,26.0
61477897,7-Eleven Hillcrest,7 Eleven,Hillcrest,Premium Diesel,35,267.1,65.0
61477897,7-Eleven Hillcrest,7 Eleven,Hillcrest,Unleaded,81,293.4,26.0
61477897,7-Eleven Hillcrest,7 Eleven,Hillcrest,e10,81,126.2,26.0
61477898,Costco Ipswich Fuel Station,Costco,Bundamba,PULP 98 RON,30,13707.7,8311.5
61477898,Costco Ipswich Fuel Station,Costco,Bundamba,Premium Diesel,26,7813.9,5866.5
61477898,Costco Ipswich Fuel Station,Costco,Bundamba,e10,27,14019.7,8706.0
61477899,Freedom Fuels Noosaville,Freedom Fuels,Noosaville,Diesel,23,2236.7,1204.0
61477899,Freedom Fuels Noosaville,Freedom Fuels,Noosaville,PULP 95/96 RON,23,2617.9,923.0
61477899,Freedom Fuels Noosaville,Freedom Fuels,Noosaville,PULP 98 RON,23,1965.7,852.0
61477899,Freedom Fuels Noosaville,Freedom Fuels,Noosaville,Unleaded,25,2676.0,943.0
61477899,Freedom Fuels Noosaville,Freedom Fuels,Noosaville,e10,24,2204.5,1001.0
61477900,Laidley Fuels Pty Ltd,Independent,Laidley,Diesel,6,6538.8,4336.5
61477900,Laidley Fuels Pty Ltd,Independent,Laidley,PULP 98 RON,4,11194.5,8078.0
61477900,Laidley Fuels Pty Ltd,Independent,Laidley,Unleaded,4,9412.5,5001.0
61477902,Killarney's Top Shop,Independent,Killarney,Diesel,14,1277.4,207.0
61477902,Killarney's Top Shop,Independent,Killarney,Unleaded,10,728.3,207.0
61477906,Halpin Motors,Independent,St George,Diesel,19,2713.6,1875.0
61477906,Halpin Motors,Independent,St George,PULP 98 RON,2,3675.5,3675.5
61477906,Halpin Motors,Independent,St George,Unleaded,20,2665.9,1695.0
61477909,Tait Toyota Thargomindah,Independent,THargomindah,Diesel,1,21377.0,21377.0
61477909,Tait Toyota Thargomindah,Independent,THargomindah,Unleaded,1,21377.0,21377.0
61477914,Fuel n Shop,Pearl Energy,Urangan,PULP 98 RON,18,9783.1,4830.5
61477914,Fuel n Shop,Pearl Energy,Urangan,Premium Diesel,18,7981.7,4329.5
61477914,Fuel n Shop,Pearl Energy,Urangan,Unleaded,13,8993.8,4405.0
61477927,Karumba Point Service Station,Independent,Karumba,Diesel,6,57311.0,37412.0
61477927,Karumba Point Service Station,Independent,Karumba,PULP 95/96 RON,6,62352.0,52535.0
61477927,Karumba Point Service Station,Independent,Karumba,Unleaded,6,62352.0,52535.0
61477928,7-Eleven Caboolture East,7 Eleven,Caboolture,PULP 95/96 RON,90,165.8,30.5
61477928,7-Eleven Caboolture East,7 Eleven,Caboolture,PULP 98 RON,89,58.3,31.0
61477928,7-Eleven Caboolture East,7 Eleven,Caboolture,Premium Diesel,55,135.4,44.0
61477928,7-Eleven Caboolture East,7 Eleven,Caboolture,Unleaded,89,54.7,26.0
61477928,7-Eleven Caboolture East,7 Eleven,Caboolture,e10,90,56.6,29.0
61477929,United Merrimac,United,Merrimac,PULP 95/96 RON,81,2465.0,130.0
61477929,United Merrimac,United,Merrimac,PULP 98 RON,81,2562.0,195.0
61477929,United Merrimac,United,Merrimac,Premium Diesel,29,6201.1,4200.0
61477929,United Merrimac,United,Merrimac,Unleaded,82,2563.5,225.0
61477930,EG Ampol Yeppoon,EG Ampol,Yeppoon,PULP 95/96 RON,25,2790.5,273.0
61477930,EG Ampol Yeppoon,EG Ampol,Yeppoon,PULP 98 RON,25,2336.7,273.0
61477930,EG Ampol Yeppoon,EG Ampol,Yeppoon,Premium Diesel,33,2431.7,255.0
61477930,EG Ampol Yeppoon,EG Ampol,Yeppoon,Unleaded,22,2569.6,256.5
61477930,EG Ampol Yeppoon,EG Ampol,Yeppoon,e10,24,23555.6,4665.0
61477931,United Rockhampton,United,Rockhampton,Diesel,46,1958.2,958.0
61477931,United Rockhampton,United,Rockhampton,PULP 95/96 RON,39,1803.5,549.0
61477931,United Rockhampton,United,Rockhampton,PULP 98 RON,36,3548.4,2623.5
61477931,United Rockhampton,United,Rockhampton,Unleaded,36,1339.1,524.0
61477931,United Rockhampton,United,Rockhampton,e10,36,2055.6,542.0
61477932,United Goondiwindi,United,Goondiwindi,Diesel,26,1373.0,1008.5
61477932,United Goondiwindi,United,Goondiwindi,PULP 95/96 RON,19,2872.0,1457.0
61477932,United Goondiwindi,United,Goondiwindi,PULP 98 RON,18,3258.1,1721.5
61477932,United Goondiwindi,United,Goondiwindi,Unleaded,16,2494.7,1413.0
61477932,United Goondiwindi,United,Goondiwindi,e10,16,2555.9,1413.0
61477934,7-Eleven Keperra,7 Eleven,Keperra,PULP 95/96 RON,82,749.1,37.0
61477934,7-Eleven Keperra,7 Eleven,Keperra,PULP 98 RON,81,708.9,37.0
61477934,7-Eleven Keperra,7 Eleven,Keperra,Premium Diesel,35,1792.5,92.0
61477934,7-Eleven Keperra,7 Eleven,Keperra,Unleaded,82,749.2,37.0
61477934,7-Eleven Keperra,7 Eleven,Keperra,e10,81,708.9,37.0
61477937,United Woolloongabba,United,Woolloongabba,PULP 95/96 RON,98,2852.0,1432.5
61477937,United Woolloongabba,United,Woolloongabba,PULP 98 RON,95,2927.4,1444.0
61477937,United Woolloongabba,United,Woolloongabba,Unleaded,93,2904.5,1444.0
61477937,United Woolloongabba,United,Woolloongabba,e10,93,2886.1,1444.0
61477938,Pacific Fuel Solutions Charlton,Pacific Fuel Solutio,Charlton,Diesel,11,427.5,7.0
61477939,BP Canungra,BP,Canungra,PULP 98 RON,14,18096.6,15956.5
61477939,BP Canungra,BP,Canungra,Unleaded,14,18096.6,15956.5
61477939,BP Canungra,BP,Canungra,e10,14,18096.6,15956.5
61477940,United Sunnybank Hills,United,Sunnybank Hills,Diesel,23,31970.7,5757.0
61477940,United Sunnybank Hills,United,Sunnybank Hills,PULP 95/96 RON,48,5625.8,3375.0
61477940,United Sunnybank Hills,United,Sunnybank Hills,PULP 98 RON,45,2938.0,1534.0
61477940,United Sunnybank Hills,United,Sunnybank Hills,Premium Diesel,24,4370.7,2094.0
61477940,United Sunnybank Hills,United,Sunnybank Hills,Unleaded,45,2641.4,1519.0
61477940,United Sunnybank Hills,United,Sunnybank Hills,e10,45,2643.1,1519.0
61477941,Mt Molloy Service Centre,Independent,Mount Molloy,Diesel,9,27998.3,13327.0
61477941,Mt Molloy Service Centre,Independent,Mount Molloy,Unleaded,7,33683.9,13417.0
61477944,Lockyer Valley Ford,Independent,Gatton,Diesel,11,5361.0,5712.0
61477944,Lockyer Valley Ford,Independent,Gatton,PULP 95/96 RON,9,6072.1,5988.0
61477944,Lockyer Valley Ford,Independent,Gatton,Unleaded,9,13397.9,8567.0
61477946,Ampol Foodary Hendra,Ampol,Hendra,PULP 95/96 RON,103,37503.7,36524.0
61477947,Sarina Beach Road Fuels,Independent,Sarina,PULP 98 RON,7,1731.9,379.0
61477947,Sarina Beach Road Fuels,Independent,Sarina,Premium Diesel,11,1342.9,797.0
61477947,Sarina Beach Road Fuels,Independent,Sarina,Unleaded,7,1783.4,379.0
61477948,7-Eleven Coolum Beach,7 Eleven,Coolum Beach,PULP 95/96 RON,28,2136.5,255.5
61477948,7-Eleven Coolum Beach,7 Eleven,Coolum Beach,PULP 98 RON,28,1453.2,234.0
61477948,7-Eleven Coolum Beach,7 Eleven,Coolum Beach,Premium Diesel,40,829.0,35.5
61477948,7-Eleven Coolum Beach,7 Eleven,Coolum Beach,Unleaded,28,1920.3,148.5
61477948,7-Eleven Coolum Beach,7 Eleven,Coolum Beach,e10,29,2399.9,314.0
61477949,Metro Petroleum Greenbank,Metro Fuel,Greenbank,PULP 95/96 RON,68,5112.9,3204.5
61477949,Metro Petroleum Greenbank,Metro Fuel,Greenbank,PULP 98 RON,68,4257.4,1753.0
61477949,Metro Petroleum Greenbank,Metro Fuel,Greenbank,Premium Diesel,424,8868.0,5910.5
61477949,Metro Petroleum Greenbank,Metro Fuel,Greenbank,Unleaded,72,3752.7,1769.0
61477949,Metro Petroleum Greenbank,Metro Fuel,Greenbank,e10,467,6055.1,3371.0
61477951,Shell Hervey Bay,Shell,Hervey Bay,Diesel,20,6262.9,5682.5
61477951,Shell Hervey Bay,Shell,Hervey Bay,PULP 98 RON,18,4337.1,1030.0
61477951,Shell Hervey Bay,Shell,Hervey Bay,Premium Diesel,21,3101.6,2777.0
61477951,Shell Hervey Bay,Shell,Hervey Bay,Unleaded,19,4344.2,1552.0
61477951,Shell Hervey Bay,Shell,Hervey Bay,e10,19,4453.6,2395.0
61477956,Shell Tingalpa,Shell,Tingalpa,Diesel,16,10152.4,5916.0
61477956,Shell Tingalpa,Shell,Tingalpa,PULP 95/96 RON,43,904.7,225.0
61477956,Shell Tingalpa,Shell,Tingalpa,PULP 98 RON,43,951.8,261.0
61477956,Shell Tingalpa,Shell,Tingalpa,Premium Diesel,19,1892.2,1269.0
61477956,Shell Tingalpa,Shell,Tingalpa,Unleaded,43,1149.5,255.0
61477956,Shell Tingalpa,Shell,Tingalpa,e10,37,836.3,229.0
61477959,Shell Rusty's,Shell,Hatton Vale,Diesel,11,2974.9,2682.0
61477959,Shell Rusty's,Shell,Hatton Vale,PULP 95/96 RON,8,8884.3,7180.0
61477959,Shell Rusty's,Shell,Hatton Vale,PULP 98 RON,10,6504.0,5039.0
61477959,Shell Rusty's,Shell,Hatton Vale,Premium Diesel,11,10183.2,7231.0
61477959,Shell Rusty's,Shell,Hatton Vale,Unleaded,10,6504.0,5039.0
61477959,Shell Rusty's,Shell,Hatton Vale,e10,10,6504.0,5039.0
61477960,7-Eleven Park Ridge,7 Eleven,Park Ridge,PULP 95/96 RON,143,684.9,257.0
61477960,7-Eleven Park Ridge,7 Eleven,Park Ridge,PULP 98 RON,108,587.4,133.5
61477960,7-Eleven Park Ridge,7 Eleven,Park Ridge,Premium Diesel,54,1084.3,300.0
61477960,7-Eleven Park Ridge,7 Eleven,Park Ridge,Unleaded,112,670.2,176.0
61477960,7-Eleven Park Ridge,7 Eleven,Park Ridge,e10,110,513.4,133.5
61477962,7-Eleven Redland Bay South,7 Eleven,Redland Bay,PULP 95/96 RON,116,2725.1,886.0
61477962,7-Eleven Redland Bay South,7 Eleven,Redland Bay,PULP 98 RON,125,2342.1,979.0
61477962,7-Eleven Redland Bay South,7 Eleven,Redland Bay,Premium Diesel,30,3251.3,1297.0
61477962,7-Eleven Redland Bay South,7 Eleven,Redland Bay,Unleaded,115,2658.3,883.0
61477962,7-Eleven Redland Bay South,7 Eleven,Redland Bay,e10,115,2658.3,883.0
61477963,Ampol Foodary Tingalpa,Ampol,Tingalpa,PULP 95/96 RON,85,282.1,43.0
61477963,Ampol Foodary Tingalpa,Ampol,Tingalpa,PULP 98 RON,94,402.7,65.5
61477963,Ampol Foodary Tingalpa,Ampol,Tingalpa,Premium Diesel,50,1228.9,174.5
61477963,Ampol Foodary Tingalpa,Ampol,Tingalpa,Unleaded,94,464.8,68.5
61477963,Ampol Foodary Tingalpa,Ampol,Tingalpa,e10,94,379.4,55.5
61477964,BP Bay City,BP,Pialba,Diesel,20,11648.4,5947.0
61477964,BP Bay City,BP,Pialba,PULP 98 RON,10,4586.8,2058.0
61477964,BP Bay City,BP,Pialba,Premium Diesel,20,4894.1,1789.0
61477964,BP Bay City,BP,Pialba,Unleaded,18,3884.9,1074.5
61477964,BP Bay City,BP,Pialba,e10,18,4131.9,1647.5
61477966,Collards Fuel,Independent,Murgon,Diesel,15,6813.0,2596.0
61477966,Collards Fuel,Independent,Murgon,PULP 98 RON,5,11168.2,3000.0
61477966,Collards Fuel,Independent,Murgon,Unleaded,12,13307.6,6024.5
61477969,Liberty Maryborough,Liberty,Maryborough,Diesel,38,2835.5,1358.5
61477969,Liberty Maryborough,Liberty,Maryborough,PULP 98 RON,24,3039.7,1193.5
61477969,Liberty Maryborough,Liberty,Maryborough,Unleaded,37,3732.6,1475.0
61477969,Liberty Maryborough,Liberty,Maryborough,e10,1,1318.0,1318.0
61477970,BP Northern Beaches,BP,Rural View,PULP 98 RON,9,9527.9,4517.0
61477970,BP Northern Beaches,BP,Rural View,Premium Diesel,14,1915.9,910.5
61477970,BP Northern Beaches,BP,Rural View,Unleaded,11,3468.2,148.0
61477970,BP Northern Beaches,BP,Rural View,e10,11,3468.2,148.0
61477971,Ampol Wacol,Ampol,Wacol,Diesel,24,7548.4,4362.5
61477971,Ampol Wacol,Ampol,Wacol,PULP 95/96 RON,44,4028.4,1673.0
61477971,Ampol Wacol,Ampol,Wacol,PULP 98 RON,43,2822.2,1231.0
61477971,Ampol Wacol,Ampol,Wacol,Premium Diesel,24,6331.4,2879.5
61477971,Ampol Wacol,Ampol,Wacol,Unleaded,44,2828.7,1261.5
61477971,Ampol Wacol,Ampol,Wacol,e10,43,7350.9,2073.0
61477974,7-Eleven Regents Park,7 Eleven,Regents Park,PULP 95/96 RON,35,3198.5,152.0
61477974,7-Eleven Regents Park,7 Eleven,Regents Park,PULP 98 RON,34,3037.0,132.0
61477974,7-Eleven Regents Park,7 Eleven,Regents Park,Premium Diesel,12,32485.5,15564.0
61477974,7-Eleven Regents Park,7 Eleven,Regents Park,Unleaded,34,3037.0,132.0
61477978,Ampol Nambour,Ampol,Nambour,PULP 98 RON,30,2692.9,55.0
61477978,Ampol Nambour,Ampol,Nambour,Premium Diesel,20,1914.1,55.0
61477978,Ampol Nambour,Ampol,Nambour,Unleaded,29,2436.7,55.0
61477978,Ampol Nambour,Ampol,Nambour,e10,28,3780.5,576.5
61477979,7-Eleven Eden's Crossing,7 Eleven,Redbank Plains,PULP 95/96 RON,66,2005.0,68.0
61477979,7-Eleven Eden's Crossing,7 Eleven,Redbank Plains,PULP 98 RON,66,2005.0,68.0
61477979,7-Eleven Eden's Crossing,7 Eleven,Redbank Plains,Premium Diesel,26,4921.3,1285.5
61477979,7-Eleven Eden's Crossing,7 Eleven,Redbank Plains,Unleaded,66,2009.1,67.0
61477979,7-Eleven Eden's Crossing,7 Eleven,Redbank Plains,e10,67,2023.5,71.0
61477980,United Gladstone North,United,Gladstone,Diesel,12,1265.4,1060.5
61477980,United Gladstone North,United,Gladstone,PULP 95/96 RON,10,2547.0,2153.0
61477980,United Gladstone North,United,Gladstone,PULP 98 RON,10,3993.8,2947.5
61477980,United Gladstone North,United,Gladstone,Premium Diesel,16,1184.6,685.5
61477980,United Gladstone North,United,Gladstone,Unleaded,8,253.4,94.0
61477980,United Gladstone North,United,Gladstone,e10,9,1815.8,1571.0
61477981,Coles Express Ormeau,Coles Express,Ormeau,Diesel,15,12272.0,5736.0
61477981,Coles Express Ormeau,Coles Express,Ormeau,PULP 95/96 RON,66,2249.1,131.5
61477981,Coles Express Ormeau,Coles Express,Ormeau,PULP 98 RON,66,4392.5,1970.0
61477981,Coles Express Ormeau,Coles Express,Ormeau,Unleaded,66,2635.2,144.0
61477981,Coles Express Ormeau,Coles Express,Ormeau,e10,66,2341.1,131.5
61477982,The Old Empire Café,Independent,Quilpie,Diesel,8,30415.9,30046.0
61477982,The Old Empire Café,Independent,Quilpie,PULP 98 RON,4,21714.5,22057.5
61477982,The Old Empire Café,Independent,Quilpie,Unleaded,5,27484.0,23283.0
61477986,Ampol Foodary Morningside,Ampol,Morningside,PULP 98 RON,85,3086.9,1228.0
61477986,Ampol Foodary Morningside,Ampol,Morningside,Unleaded,83,3043.7,1049.0
61477986,Ampol Foodary Morningside,Ampol,Morningside,e10,83,3043.4,1048.0
61477987,Mobil Sheridan Street,Mobil,Cairns North,Diesel,22,3650.8,1695.5
61477987,Mobil Sheridan Street,Mobil,Cairns North,PULP 95/96 RON,24,5892.5,3015.5
61477987,Mobil Sheridan Street,Mobil,Cairns North,PULP 98 RON,24,8678.4,3794.0
61477987,Mobil Sheridan Street,Mobil,Cairns North,Unleaded,25,5283.9,1615.0
61477987,Mobil Sheridan Street,Mobil,Cairns North,e10,25,8614.4,4456.0
61477989,Liberty Bokarina,Liberty,Bokarina,PULP 98 RON,24,5656.8,3438.5
61477989,Liberty Bokarina,Liberty,Bokarina,Premium Diesel,12,7612.3,6669.5
61477989,Liberty Bokarina,Liberty,Bokarina,Unleaded,24,5656.8,3438.5
61477990,United Petroleum Upper Coomera,United,Upper Coomera,Diesel,13,5927.9,3343.0
61477990,United Petroleum Upper Coomera,United,Upper Coomera,PULP 95/96 RON,103,717.4,75.0
61477990,United Petroleum Upper Coomera,United,Upper Coomera,PULP 98 RON,102,371.1,39.5
61477990,United Petroleum Upper Coomera,United,Upper Coomera,Premium Diesel,13,4534.9,2432.0
