SiteId,Site_Name,Site_Brand,Site_Suburb,Fuel_Type,change_events,avg_lag_minutes,median_lag_minutes
61401007,7-Eleven Coomera,7 Eleven,Coomera,PULP 98 RON,68,179.2,25.0
61401007,7-Eleven Coomera,7 Eleven,Coomera,Premium Diesel,22,150.5,81.0
61401007,7-Eleven Coomera,7 Eleven,Coomera,Unleaded,68,177.1,25.0
61401007,7-Eleven Coomera,7 Eleven,Coomera,e10,68,146.2,25.0
61401008,EG Ampol Oxenford,EG Ampol,Oxenford,PULP 95/96 RON,71,856.6,165.0
61401008,EG Ampol Oxenford,EG Ampol,Oxenford,PULP 98 RON,68,294.7,71.5
61401008,EG Ampol Oxenford,EG Ampol,Oxenford,Premium Diesel,43,1293.9,251.0
61401008,EG Ampol Oxenford,EG Ampol,Oxenford,Unleaded,68,341.2,71.5
61401008,EG Ampol Oxenford,EG Ampol,Oxenford,e10,68,335.6,64.5
61401010,Coles Express Nerang,Coles Express,Nerang,Diesel,15,5143.6,2559.0
61401010,Coles Express Nerang,Coles Express,Nerang,PULP 95/96 RON,62,1745.5,193.5
61401010,Coles Express Nerang,Coles Express,Nerang,PULP 98 RON,62,1226.8,76.5
61401010,Coles Express Nerang,Coles Express,Nerang,Unleaded,62,1814.8,966.0
61401014,7-Eleven Broadbeach,7 Eleven,Broadbeach,PULP 98 RON,61,4394.6,1870.0
61401014,7-Eleven Broadbeach,7 Eleven,Broadbeach,Premium Diesel,47,2701.7,1077.0
61401014,7-Eleven Broadbeach,7 Eleven,Broadbeach,Unleaded,61,4322.9,1870.0
61401014,7-Eleven Broadbeach,7 Eleven,Broadbeach,e10,65,4797.6,2050.0
61401015,Ampol Foodary Mudgeeraba,Ampol,Mudgeeraba,PULP 98 RON,83,2631.7,732.0
61401015,Ampol Foodary Mudgeeraba,Ampol,Mudgeeraba,Unleaded,80,2720.5,792.0
61401015,Ampol Foodary Mudgeeraba,Ampol,Mudgeeraba,e10,80,2720.3,792.0
61401017,Ampol Foodary Reedy Creek South,Ampol,Reedy Creek,PULP 95/96 RON,117,4606.0,2810.0
61401017,Ampol Foodary Reedy Creek South,Ampol,Reedy Creek,PULP 98 RON,112,4350.0,2645.0
61401017,Ampol Foodary Reedy Creek South,Ampol,Reedy Creek,Premium Diesel,115,6828.5,4405.0
61401017,Ampol Foodary Reedy Creek South,Ampol,Reedy Creek,Unleaded,118,5151.8,3543.5
61401017,Ampol Foodary Reedy Creek South,Ampol,Reedy Creek,e10,110,4842.5,3543.5
61401019,Freedom Fuels Varsity Lakes,Freedom Fuels,Burleigh Waters,PULP 95/96 RON,5,2353.2,2544.0
61401019,Freedom Fuels Varsity Lakes,Freedom Fuels,Burleigh Waters,PULP 98 RON,46,3060.7,1288.5
61401019,Freedom Fuels Varsity Lakes,Freedom Fuels,Burleigh Waters,Unleaded,50,2973.4,1384.0
61401019,Freedom Fuels Varsity Lakes,Freedom Fuels,Burleigh Waters,e10,50,2973.6,1354.5
61401020,Ampol Foodary Coomera,Ampol,Coomera,PULP 95/96 RON,74,927.0,329.0
61401020,Ampol Foodary Coomera,Ampol,Coomera,PULP 98 RON,74,626.1,239.5
61401020,Ampol Foodary Coomera,Ampol,Coomera,Premium Diesel,37,4951.3,4132.0
61401020,Ampol Foodary Coomera,Ampol,Coomera,Unleaded,71,795.6,274.0
61401020,Ampol Foodary Coomera,Ampol,Coomera,e10,71,648.9,246.0
61401023,EG Ampol Runaway Bay,EG Ampol,Runaway Bay,PULP 95/96 RON,51,1838.4,105.0
61401023,EG Ampol Runaway Bay,EG Ampol,Runaway Bay,PULP 98 RON,50,1853.3,105.0
61401023,EG Ampol Runaway Bay,EG Ampol,Runaway Bay,Unleaded,50,1853.3,105.0
61401023,EG Ampol Runaway Bay,EG Ampol,Runaway Bay,e10,50,1853.3,105.0
61401029,Caltex Southport,Caltex,Southport,PULP 98 RON,41,419.0,101.0
61401029,Caltex Southport,Caltex,Southport,Premium Diesel,26,2026.9,904.5
61401029,Caltex Southport,Caltex,Southport,Unleaded,42,668.5,124.5
61401029,Caltex Southport,Caltex,Southport,e10,41,856.8,109.0
61401030,Metro Nerang,Metro Fuel,Nerang,Diesel,28,4932.9,3177.0
61401030,Metro Nerang,Metro Fuel,Nerang,PULP 98 RON,23,1674.7,406.0
61401030,Metro Nerang,Metro Fuel,Nerang,Premium Diesel,39,4049.2,2780.0
61401030,Metro Nerang,Metro Fuel,Nerang,Unleaded,46,2817.5,1109.5
61401030,Metro Nerang,Metro Fuel,Nerang,e10,36,3154.9,1130.5
61401031,Liberty Helensvale North,Liberty,Helensvale,Diesel,9,16682.0,2546.0
61401031,Liberty Helensvale North,Liberty,Helensvale,PULP 98 RON,13,4986.1,2546.0
61401031,Liberty Helensvale North,Liberty,Helensvale,Premium Diesel,9,4803.0,1164.0
61401031,Liberty Helensvale North,Liberty,Helensvale,Unleaded,13,5284.5,4039.0
61401031,Liberty Helensvale North,Liberty,Helensvale,e10,13,5284.5,4039.0
61401033,Coles Express Yatala,Coles Express,Yatala North,Diesel,31,9993.8,9827.0
61401035,BP Johnston Street,BP,Southport,Diesel,30,4969.6,4584.5
61401035,BP Johnston Street,BP,Southport,PULP 98 RON,94,1130.8,820.0
61401035,BP Johnston Street,BP,Southport,Premium Diesel,27,2040.0,1272.0
61401035,BP Johnston Street,BP,Southport,Unleaded,34,777.8,243.0
61401038,Southport Metro,Metro Fuel,Southport,Premium Diesel,33,1001.1,448.0
61401038,Southport Metro,Metro Fuel,Southport,Unleaded,42,1002.9,198.5
61401038,Southport Metro,Metro Fuel,Southport,e10,17,2272.9,232.0
61401039,Coles Express Southport,Coles Express,Southport,Diesel,4,2122.5,1462.5
61401039,Coles Express Southport,Coles Express,Southport,PULP 95/96 RON,20,367.9,60.0
61401039,Coles Express Southport,Coles Express,Southport,PULP 98 RON,20,304.6,60.0
61401039,Coles Express Southport,Coles Express,Southport,Unleaded,20,254.1,45.0
61401039,Shell Reddy Express Southport,Reddy Express,Southport,Diesel,16,3795.5,1462.5
61401039,Shell Reddy Express Southport,Reddy Express,Southport,PULP 95/96 RON,33,197.5,60.0
61401039,Shell Reddy Express Southport,Reddy Express,Southport,PULP 98 RON,33,233.1,60.0
61401039,Shell Reddy Express Southport,Reddy Express,Southport,Unleaded,33,361.2,45.0
61401044,BP Ashmore Village,BP,Ashmore,PULP 95/96 RON,36,3043.8,1380.5
61401044,BP Ashmore Village,BP,Ashmore,PULP 98 RON,36,2769.6,1251.0
61401044,BP Ashmore Village,BP,Ashmore,Premium Diesel,9,7219.9,3139.0
61401044,BP Ashmore Village,BP,Ashmore,Unleaded,36,2769.6,1251.0
61401044,BP Ashmore Village,BP,Ashmore,e10,36,2769.6,1251.0
61401046,Coles Express Benowa,Coles Express,Benowa,Diesel,8,2364.4,1435.0
61401046,Coles Express Benowa,Coles Express,Benowa,PULP 95/96 RON,21,1480.0,307.5
61401046,Coles Express Benowa,Coles Express,Benowa,PULP 98 RON,20,1354.0,300.0
61401046,Coles Express Benowa,Coles Express,Benowa,Unleaded,21,2518.8,2890.0
61401046,Coles Express Benowa,Coles Express,Benowa,e10,20,1634.5,435.0
61401046,Shell Reddy Express Benowa,Reddy Express,Benowa,Diesel,17,7926.8,1435.0
61401046,Shell Reddy Express Benowa,Reddy Express,Benowa,PULP 95/96 RON,35,2238.7,307.5
61401046,Shell Reddy Express Benowa,Reddy Express,Benowa,PULP 98 RON,35,2240.4,300.0
61401046,Shell Reddy Express Benowa,Reddy Express,Benowa,Unleaded,35,5048.7,2890.0
61401046,Shell Reddy Express Benowa,Reddy Express,Benowa,e10,31,2320.5,435.0
61401047,BP Benowa,BP,Benowa,PULP 95/96 RON,62,2671.5,1660.0
61401047,BP Benowa,BP,Benowa,PULP 98 RON,61,2782.4,1630.0
61401047,BP Benowa,BP,Benowa,e10,60,2753.1,1565.0
61401051,7-Eleven Surfers Paradise,7 Eleven,Surfers Paradise,PULP 95/96 RON,97,2806.5,926.0
61401051,7-Eleven Surfers Paradise,7 Eleven,Surfers Paradise,PULP 98 RON,98,2980.4,961.5
61401051,7-Eleven Surfers Paradise,7 Eleven,Surfers Paradise,Unleaded,100,2987.2,948.5
61401051,7-Eleven Surfers Paradise,7 Eleven,Surfers Paradise,e10,98,3427.7,984.0
61401053,Coles Express Surfers Paradise,Coles Express,Surfers Paradise,PULP 95/96 RON,71,3529.1,80.0
61401053,Coles Express Surfers Paradise,Coles Express,Surfers Paradise,PULP 98 RON,69,3756.2,82.0
61401053,Coles Express Surfers Paradise,Coles Express,Surfers Paradise,Unleaded,71,3528.2,80.0
61401053,Coles Express Surfers Paradise,Coles Express,Surfers Paradise,e10,71,3703.7,80.0
61401054,Ampol Foodary Broadbeach,Ampol,Broadbeach,PULP 98 RON,63,5155.5,1703.0
61401054,Ampol Foodary Broadbeach,Ampol,Broadbeach,Premium Diesel,41,7497.1,2658.0
61401054,Ampol Foodary Broadbeach,Ampol,Broadbeach,Unleaded,62,5088.8,1672.0
61401054,Ampol Foodary Broadbeach,Ampol,Broadbeach,e10,62,4293.4,1456.0
61401057,Coles Express Miami,Coles Express,Miami,PULP 98 RON,19,1351.4,1052.0
61401057,Coles Express Miami,Coles Express,Miami,Unleaded,19,1957.9,1052.0
61401057,Coles Express Miami,Coles Express,Miami,e10,19,1958.7,1052.0
61401057,Shell Reddy Express Miami,Reddy Express,Miami,PULP 98 RON,26,2132.8,1052.0
61401057,Shell Reddy Express Miami,Reddy Express,Miami,Unleaded,26,2135.2,1052.0
61401057,Shell Reddy Express Miami,Reddy Express,Miami,e10,26,2138.1,1052.0
61401061,Pearl Energy Southport,Pearl Energy,Ashmore,PULP 95/96 RON,30,6456.4,2040.5
61401061,Pearl Energy Southport,Pearl Energy,Ashmore,PULP 98 RON,29,2603.6,1225.0
61401061,Pearl Energy Southport,Pearl Energy,Ashmore,Premium Diesel,22,7326.9,4291.0
61401061,Pearl Energy Southport,Pearl Energy,Ashmore,Unleaded,30,2735.6,1307.5
61401061,Pearl Energy Southport,Pearl Energy,Ashmore,e10,30,2735.6,1307.5
61401062,7-Eleven Ashmore,7 Eleven,Ashmore,PULP 95/96 RON,59,1013.6,147.0
61401062,7-Eleven Ashmore,7 Eleven,Ashmore,PULP 98 RON,61,700.5,81.0
61401062,7-Eleven Ashmore,7 Eleven,Ashmore,Premium Diesel,16,306.6,255.5
61401062,7-Eleven Ashmore,7 Eleven,Ashmore,Unleaded,61,700.5,81.0
61401062,7-Eleven Ashmore,7 Eleven,Ashmore,e10,62,804.3,84.5
61401064,7-Eleven Palm Beach,7 Eleven,Palm Beach,PULP 95/96 RON,47,4411.8,333.0
61401064,7-Eleven Palm Beach,7 Eleven,Palm Beach,PULP 98 RON,47,4411.8,333.0
61401064,7-Eleven Palm Beach,7 Eleven,Palm Beach,Premium Diesel,17,14880.0,10914.0
61401064,7-Eleven Palm Beach,7 Eleven,Palm Beach,Unleaded,47,4411.8,333.0
61401064,7-Eleven Palm Beach,7 Eleven,Palm Beach,e10,48,4263.4,204.5
61401067,BP Tugun,BP,Tugun,PULP 95/96 RON,5,6137.0,5745.0
61401067,BP Tugun,BP,Tugun,PULP 98 RON,5,6099.2,5716.0
61401067,BP Tugun,BP,Tugun,Premium Diesel,6,20178.7,14493.0
61401067,BP Tugun,BP,Tugun,Unleaded,7,5610.9,5716.0
61401067,BP Tugun,BP,Tugun,e10,8,5039.3,4259.5
61401068,Coles Express Tugun,Coles Express,Tugun,PULP 95/96 RON,30,30056.6,30323.0
61401068,Coles Express Tugun,Coles Express,Tugun,PULP 98 RON,47,7187.2,2672.0
61401068,Coles Express Tugun,Coles Express,Tugun,Unleaded,47,7058.0,2672.0
61401068,Coles Express Tugun,Coles Express,Tugun,e10,47,6909.3,1818.0
61401080,Caltex Tugun,Caltex,Tugun,PULP 98 RON,44,902.8,57.0
61401080,Caltex Tugun,Caltex,Tugun,Premium Diesel,12,30933.4,28902.0
61401080,Caltex Tugun,Caltex,Tugun,Unleaded,43,922.8,58.0
61401080,Caltex Tugun,Caltex,Tugun,e10,44,902.8,57.0
61401083,Caltex Miami,Caltex,Miami,PULP 98 RON,50,681.0,96.5
61401083,Caltex Miami,Caltex,Miami,Premium Diesel,25,8589.3,5812.0
61401083,Caltex Miami,Caltex,Miami,Unleaded,49,458.3,96.0
61401083,Caltex Miami,Caltex,Miami,e10,49,426.2,96.0
61401090,Brians Auto Centre Miami,Independent,Miami,PULP 98 RON,43,2833.4,1332.0
61401090,Brians Auto Centre Miami,Independent,Miami,Premium Diesel,14,6249.9,3836.0
61401090,Brians Auto Centre Miami,Independent,Miami,Unleaded,43,2959.5,1404.0
61401090,Brians Auto Centre Miami,Independent,Miami,e10,46,2893.3,1405.5
61401092,BP Connect Oxenford,BP,Oxenford,PULP 98 RON,53,1098.5,348.0
61401092,BP Connect Oxenford,BP,Oxenford,Premium Diesel,32,3399.5,602.5
61401092,BP Connect Oxenford,BP,Oxenford,Unleaded,53,1098.5,348.0
61401092,BP Connect Oxenford,BP,Oxenford,e10,53,1098.5,348.0
61401094,BP Connect Labrador,BP,Labrador,PULP 98 RON,58,1961.3,983.5
61401094,BP Connect Labrador,BP,Labrador,Premium Diesel,30,3453.0,1485.0
61401094,BP Connect Labrador,BP,Labrador,Unleaded,59,2084.3,631.0
61401094,BP Connect Labrador,BP,Labrador,e10,59,1499.7,260.0
61401110,BP Connect Blacksoil,BP,Blacksoil,PULP 95/96 RON,40,4354.3,1239.5
61401110,BP Connect Blacksoil,BP,Blacksoil,PULP 98 RON,38,3690.5,610.0
61401110,BP Connect Blacksoil,BP,Blacksoil,Premium Diesel,32,3731.0,249.5
61401110,BP Connect Blacksoil,BP,Blacksoil,e10,38,5069.8,454.5
61401118,7-Eleven East Brisbane,7 Eleven,East Brisbane,PULP 98 RON,89,468.4,31.0
61401118,7-Eleven East Brisbane,7 Eleven,East Brisbane,Premium Diesel,25,197.8,72.0
61401118,7-Eleven East Brisbane,7 Eleven,East Brisbane,Unleaded,89,479.9,31.0
61401118,7-Eleven East Brisbane,7 Eleven,East Brisbane,e10,88,2618.7,1384.0
61401119,BP East Brisbane,BP,East Brisbane,PULP 95/96 RON,106,3836.1,1639.5
61401119,BP East Brisbane,BP,East Brisbane,PULP 98 RON,105,2621.0,1179.0
61401119,BP East Brisbane,BP,East Brisbane,Premium Diesel,32,5479.3,3707.5
61401119,BP East Brisbane,BP,East Brisbane,Unleaded,102,2661.1,1189.5
61401124,Ampol Foodary Woolloongabba,Ampol,Woolloongabba,PULP 95/96 RON,101,3220.2,1642.0
61401124,Ampol Foodary Woolloongabba,Ampol,Woolloongabba,PULP 98 RON,101,3223.5,1642.0
61401124,Ampol Foodary Woolloongabba,Ampol,Woolloongabba,Unleaded,102,3276.1,1643.5
61401124,Ampol Foodary Woolloongabba,Ampol,Woolloongabba,e10,102,3281.7,1643.5
61401126,BP Milton,BP,Milton,PULP 98 RON,28,4501.4,3622.0
61401126,BP Milton,BP,Milton,Premium Diesel,12,10745.5,7703.5
61401126,BP Milton,BP,Milton,Unleaded,28,4501.3,3622.0
61401132,BP Stanley Street East,BP,East Brisbane,PULP 95/96 RON,59,1395.3,545.0
61401132,BP Stanley Street East,BP,East Brisbane,PULP 98 RON,59,1301.4,365.0
61401132,BP Stanley Street East,BP,East Brisbane,Premium Diesel,19,6725.1,4327.0
61401132,BP Stanley Street East,BP,East Brisbane,Unleaded,59,1301.4,365.0
61401134,Ampol Foodary Camp Hill,Ampol,Camp Hill,PULP 98 RON,91,956.3,220.0
61401134,Ampol Foodary Camp Hill,Ampol,Camp Hill,Unleaded,91,878.7,200.0
61401134,Ampol Foodary Camp Hill,Ampol,Camp Hill,e10,91,878.6,200.0
61401138,Coles Express Camp Hill,Coles Express,Camp Hill,PULP 98 RON,29,3255.0,1392.0
61401138,Coles Express Camp Hill,Coles Express,Camp Hill,Unleaded,29,3471.3,1587.0
61401138,Coles Express Camp Hill,Coles Express,Camp Hill,e10,29,3471.3,1587.0
61401138,Shell Reddy Express Camp Hill,Reddy Express,Camp Hill,PULP 98 RON,38,3984.0,1392.0
61401138,Shell Reddy Express Camp Hill,Reddy Express,Camp Hill,Unleaded,38,3983.6,1587.0
61401138,Shell Reddy Express Camp Hill,Reddy Express,Camp Hill,e10,38,3984.0,1587.0
61401140,Caltex Morningside,Caltex,Morningside,PULP 98 RON,38,2647.3,1202.0
61401140,Caltex Morningside,Caltex,Morningside,Unleaded,37,2432.9,1206.0
61401140,Caltex Morningside,Caltex,Morningside,e10,37,2433.1,1196.0
61401140,Puma Morningside,Puma Energy,Morningside,PULP 98 RON,34,2402.9,1202.0
61401140,Puma Morningside,Puma Energy,Morningside,Unleaded,34,2531.3,1206.0
61401140,Puma Morningside,Puma Energy,Morningside,e10,36,2396.0,1196.0
61401147,BP Cannon Hill,BP,Cannon Hill,PULP 98 RON,39,1513.8,981.0
61401147,BP Cannon Hill,BP,Cannon Hill,Premium Diesel,15,2733.8,2061.0
61401147,BP Cannon Hill,BP,Cannon Hill,Unleaded,38,1527.8,975.5
61401147,BP Cannon Hill,BP,Cannon Hill,e10,35,2083.5,1533.0
61401148,Coles Express Cannon Hill,Coles Express,Cannon Hill,PULP 98 RON,50,1893.2,240.0
61401148,Coles Express Cannon Hill,Coles Express,Cannon Hill,Premium Diesel,22,3991.1,1807.5
61401148,Coles Express Cannon Hill,Coles Express,Cannon Hill,Unleaded,51,1908.7,270.0
61401149,Shell Reddy Express Tingalpa,Reddy Express,Tingalpa,Diesel,25,15009.0,16015.0
61401149,Shell Reddy Express Tingalpa,Reddy Express,Tingalpa,PULP 95/96 RON,78,530.5,75.0
61401149,Shell Reddy Express Tingalpa,Reddy Express,Tingalpa,PULP 98 RON,78,536.5,79.5
61401149,Shell Reddy Express Tingalpa,Reddy Express,Tingalpa,Unleaded,78,587.0,69.5
61401149,Shell Reddy Express Tingalpa,Reddy Express,Tingalpa,e10,78,483.9,65.0
61401150,BP Tingalpa,BP,Tingalpa,PULP 95/96 RON,69,777.1,125.0
61401150,BP Tingalpa,BP,Tingalpa,PULP 98 RON,68,1162.6,217.5
61401150,BP Tingalpa,BP,Tingalpa,Premium Diesel,42,2008.3,1147.5
61401150,BP Tingalpa,BP,Tingalpa,e10,68,906.6,139.0
61401153,BP Express Carindale,BP,Carindale,PULP 95/96 RON,63,3491.6,1425.0
61401153,BP Express Carindale,BP,Carindale,PULP 98 RON,63,3573.6,1425.0
61401153,BP Express Carindale,BP,Carindale,Premium Diesel,34,5923.3,2767.0
61401153,BP Express Carindale,BP,Carindale,e10,63,3750.4,1456.0
61401155,Ampol Foodary Carindale,Ampol,Carindale,PULP 95/96 RON,84,1344.8,141.0
61401155,Ampol Foodary Carindale,Ampol,Carindale,PULP 98 RON,84,1283.2,128.5
61401155,Ampol Foodary Carindale,Ampol,Carindale,Premium Diesel,54,2651.9,770.5
61401155,Ampol Foodary Carindale,Ampol,Carindale,e10,82,1037.0,109.0
61401157,EG Ampol Birkdale,EG Ampol,Birkdale,PULP 95/96 RON,72,2229.2,120.0
61401157,EG Ampol Birkdale,EG Ampol,Birkdale,PULP 98 RON,70,1644.0,100.0
61401157,EG Ampol Birkdale,EG Ampol,Birkdale,Premium Diesel,24,12127.8,4032.5
61401157,EG Ampol Birkdale,EG Ampol,Birkdale,Unleaded,69,1650.2,100.0
61401157,EG Ampol Birkdale,EG Ampol,Birkdale,e10,69,4062.7,1547.0
61401160,BP Cleveland,BP,Cleveland,PULP 98 RON,21,2611.0,954.0
61401160,BP Cleveland,BP,Cleveland,Premium Diesel,10,6248.1,4404.5
61401160,BP Cleveland,BP,Cleveland,Unleaded,21,1911.0,954.0
61401166,BP Connect Plaza,BP,Kenmore,PULP 95/96 RON,62,4075.5,1349.5
61401166,BP Connect Plaza,BP,Kenmore,PULP 98 RON,61,1715.2,659.0
61401166,BP Connect Plaza,BP,Kenmore,Premium Diesel,25,4291.8,1280.0
61401166,BP Connect Plaza,BP,Kenmore,e10,61,1893.6,691.0
61401167,Ampol Foodary Kenmore,Ampol,Kenmore,PULP 95/96 RON,61,2090.4,157.0
61401167,Ampol Foodary Kenmore,Ampol,Kenmore,PULP 98 RON,62,492.8,70.0
61401167,Ampol Foodary Kenmore,Ampol,Kenmore,Premium Diesel,36,5119.3,1217.5
61401167,Ampol Foodary Kenmore,Ampol,Kenmore,Unleaded,61,1358.4,282.0
61401167,Ampol Foodary Kenmore,Ampol,Kenmore,e10,61,615.7,70.0
61401171,BP Moggill Road,BP,Indooroopilly,PULP 95/96 RON,47,2457.2,1394.0
61401171,BP Moggill Road,BP,Indooroopilly,PULP 98 RON,46,2520.0,1404.5
61401171,BP Moggill Road,BP,Indooroopilly,Premium Diesel,29,9758.9,7312.0
61401171,BP Moggill Road,BP,Indooroopilly,e10,42,6853.0,1743.0
61401173,BP Indooroopilly,BP,Indooroopilly,PULP 95/96 RON,49,4692.7,2215.0
61401173,BP Indooroopilly,BP,Indooroopilly,PULP 98 RON,50,4634.2,2430.0
61401173,BP Indooroopilly,BP,Indooroopilly,Premium Diesel,27,5721.6,3896.0
61401173,BP Indooroopilly,BP,Indooroopilly,Unleaded,46,7150.1,4495.0
61401177,7-Eleven Graceville,7 Eleven,Graceville,PULP 98 RON,31,5305.0,83.0
61401177,7-Eleven Graceville,7 Eleven,Graceville,Premium Diesel,14,17156.6,14452.5
61401177,7-Eleven Graceville,7 Eleven,Graceville,Unleaded,31,5691.5,83.0
61401177,7-Eleven Graceville,7 Eleven,Graceville,e10,29,4668.0,81.0
61401183,Ampol Foodary Annerley,Ampol,Annerley,PULP 95/96 RON,126,1472.9,920.5
61401183,Ampol Foodary Annerley,Ampol,Annerley,PULP 98 RON,128,1593.7,880.0
61401183,Ampol Foodary Annerley,Ampol,Annerley,Premium Diesel,58,11100.4,5746.0
61401183,Ampol Foodary Annerley,Ampol,Annerley,Unleaded,153,1577.8,950.0
61401183,Ampol Foodary Annerley,Ampol,Annerley,e10,151,1429.3,950.0
61401189,7-Eleven Moorvale,7 Eleven,Moorooka,PULP 95/96 RON,84,468.9,45.5
61401189,7-Eleven Moorvale,7 Eleven,Moorooka,PULP 98 RON,84,468.9,45.5
61401189,7-Eleven Moorvale,7 Eleven,Moorooka,Premium Diesel,19,2657.5,518.0
61401189,7-Eleven Moorvale,7 Eleven,Moorooka,Unleaded,84,586.4,56.5
61401189,7-Eleven Moorvale,7 Eleven,Moorooka,e10,83,492.3,44.0
61401195,EG Ampol Moorooka,EG Ampol,Moorooka,PULP 95/96 RON,89,1291.9,177.0
61401195,EG Ampol Moorooka,EG Ampol,Moorooka,PULP 98 RON,89,824.6,154.0
61401195,EG Ampol Moorooka,EG Ampol,Moorooka,Premium Diesel,34,3575.3,1476.5
61401195,EG Ampol Moorooka,EG Ampol,Moorooka,Unleaded,85,912.3,177.0
61401195,EG Ampol Moorooka,EG Ampol,Moorooka,e10,85,1200.0,154.0
61401197,Ampol Foodary Rocklea,Ampol,Rocklea,Diesel,21,1139.5,611.0
61401197,Ampol Foodary Rocklea,Ampol,Rocklea,PULP 95/96 RON,20,2568.8,1807.5
61401197,Ampol Foodary Rocklea,Ampol,Rocklea,PULP 98 RON,7,1014.6,984.5
61401197,Ampol Foodary Rocklea,Ampol,Rocklea,Premium Diesel,19,9160.2,11595.0
61401197,Ampol Foodary Rocklea,Ampol,Rocklea,e10,22,1038.4,416.0
61401197,U-Go Rocklea,U-Go,Rocklea,Diesel,36,2158.9,611.0
61401197,U-Go Rocklea,U-Go,Rocklea,PULP 95/96 RON,6,12099.8,1807.5
61401197,U-Go Rocklea,U-Go,Rocklea,PULP 98 RON,35,1411.3,984.5
61401197,U-Go Rocklea,U-Go,Rocklea,Premium Diesel,38,20915.9,11595.0
61401197,U-Go Rocklea,U-Go,Rocklea,Unleaded,61,786.3,214.0
61401197,U-Go Rocklea,U-Go,Rocklea,e10,63,907.8,416.0
61401199,BP Stones Corner,BP,Greenslopes,PULP 95/96 RON,55,2387.1,998.0
61401199,BP Stones Corner,BP,Greenslopes,PULP 98 RON,55,2230.1,998.0
61401199,BP Stones Corner,BP,Greenslopes,Premium Diesel,17,8903.2,4574.0
61401199,BP Stones Corner,BP,Greenslopes,Unleaded,55,1995.5,997.0
61401199,BP Stones Corner,BP,Greenslopes,e10,55,1927.2,1023.0
61401200,7-Eleven Greenslopes,7 Eleven,Greenslopes,PULP 95/96 RON,88,3196.3,1521.5
61401200,7-Eleven Greenslopes,7 Eleven,Greenslopes,PULP 98 RON,88,3308.2,1542.5
61401200,7-Eleven Greenslopes,7 Eleven,Greenslopes,Premium Diesel,19,12505.9,9806.0
61401200,7-Eleven Greenslopes,7 Eleven,Greenslopes,Unleaded,89,3416.2,1549.0
61401200,7-Eleven Greenslopes,7 Eleven,Greenslopes,e10,89,4031.3,1605.0
61401206,U-Go Park Ridge,U-Go,Park Ridge,PULP 95/96 RON,75,1168.6,400.0
61401206,U-Go Park Ridge,U-Go,Park Ridge,PULP 98 RON,72,1248.6,495.0
61401206,U-Go Park Ridge,U-Go,Park Ridge,Premium Diesel,35,3352.7,1340.0
61401206,U-Go Park Ridge,U-Go,Park Ridge,Unleaded,70,1236.1,837.5
61401206,U-Go Park Ridge,U-Go,Park Ridge,e10,70,1418.5,925.0
61401210,NightOwl BP Holland Park,BP,Holland Park,PULP 98 RON,29,3273.8,1827.0
61401210,NightOwl BP Holland Park,BP,Holland Park,Premium Diesel,11,15750.7,11692.0
61401210,NightOwl BP Holland Park,BP,Holland Park,Unleaded,29,3379.7,2595.0
61401210,NightOwl BP Holland Park,BP,Holland Park,e10,29,3810.7,2880.0
61401212,Coles Express Logan Rd,Coles Express,Mount Gravatt,Diesel,9,14603.9,10697.5
61401212,Coles Express Logan Rd,Coles Express,Mount Gravatt,PULP 95/96 RON,26,2378.9,375.0
61401212,Coles Express Logan Rd,Coles Express,Mount Gravatt,PULP 98 RON,26,2249.7,254.0
61401212,Coles Express Logan Rd,Coles Express,Mount Gravatt,Unleaded,28,2664.9,289.0
61401212,Shell Reddy Express Logan Rd,Reddy Express,Mount Gravatt,Diesel,11,13829.5,10697.5
61401212,Shell Reddy Express Logan Rd,Reddy Express,Mount Gravatt,PULP 95/96 RON,40,1189.3,375.0
61401212,Shell Reddy Express Logan Rd,Reddy Express,Mount Gravatt,PULP 98 RON,40,1155.9,254.0
61401212,Shell Reddy Express Logan Rd,Reddy Express,Mount Gravatt,Unleaded,40,1153.3,289.0
61401218,Liberty Deception Bay,Liberty,Deception Bay,Diesel,14,3390.5,2632.5
61401218,Liberty Deception Bay,Liberty,Deception Bay,PULP 98 RON,26,7052.1,2485.0
61401218,Liberty Deception Bay,Liberty,Deception Bay,Premium Diesel,13,4476.5,4095.0
61401218,Liberty Deception Bay,Liberty,Deception Bay,Unleaded,27,3956.0,1651.0
61401221,BP Kallangur,BP,Kallangur,PULP 95/96 RON,89,444.6,50.0
61401221,BP Kallangur,BP,Kallangur,PULP 98 RON,86,453.2,49.5
61401221,BP Kallangur,BP,Kallangur,Premium Diesel,33,6324.2,1179.0
61401221,BP Kallangur,BP,Kallangur,e10,86,474.9,49.5
61401224,Ampol Foodary Kippa-Ring,Ampol,Kippa-Ring,PULP 98 RON,61,2497.7,831.0
61401224,Ampol Foodary Kippa-Ring,Ampol,Kippa-Ring,Unleaded,63,2288.2,793.0
61401224,Ampol Foodary Kippa-Ring,Ampol,Kippa-Ring,e10,63,2289.1,793.0
61401225,Metro Clontarf,Metro Fuel,Clontarf,PULP 98 RON,21,5076.5,3743.0
61401225,Metro Clontarf,Metro Fuel,Clontarf,Premium Diesel,16,8550.1,5253.5
61401225,Metro Clontarf,Metro Fuel,Clontarf,Unleaded,23,4923.0,3743.0
